ENSG_id	logFC	adj_pval	gene
ENSG00000172476	0.263	1.0	RAB40A
ENSG00000183807	-0.045	1.0	FAM162B
ENSG00000105202	-0.323	1.0	FBL
ENSG00000114270	0.0934	1.0	COL7A1
ENSG00000155592	0.0437	1.0	ZKSCAN2
ENSG00000075218	0.101	1.0	GTSE1
ENSG00000186973	0.291	1.0	FAM183A
ENSG00000187950	-0.0516	1.0	OVCH1
ENSG00000198113	0.000625	1.0	TOR4A
ENSG00000143520	0.0598	1.0	FLG2
ENSG00000138600	-0.181	1.0	SPPL2A
ENSG00000185294	0.103	1.0	SPPL2C
ENSG00000196943	-0.145	1.0	NOP9
ENSG00000144668	0.613	1.0	ITGA9
ENSG00000148154	0.0784	1.0	UGCG
ENSG00000071909	-0.0538	1.0	MYO3B
ENSG00000196296	0.222	1.0	ATP2A1
ENSG00000074370	0.293	1.0	ATP2A3
ENSG00000167733	0.0323	1.0	HSD11B1L
ENSG00000164171	-0.439	1.0	ITGA2
ENSG00000111641	-0.227	1.0	NOP2
ENSG00000115232	-0.218	1.0	ITGA4
ENSG00000161638	0.168	1.0	ITGA5
ENSG00000091409	0.109	1.0	ITGA6
ENSG00000135424	-0.0446	1.0	ITGA7
ENSG00000174417	0.36	1.0	TRHR
ENSG00000168374	-0.0356	1.0	ARF4
ENSG00000174485	-0.219	1.0	DENND4A
ENSG00000198837	0.274	1.0	DENND4B
ENSG00000268695	0.16475	1.0	CT55
ENSG00000128886	0.0627	1.0	ELL3
ENSG00000133789	0.123	1.0	SWAP70
ENSG00000118849	-0.0345	1.0	RARRES1
ENSG00000139289	0.45	1.0	PHLDA1
ENSG00000174307	0.221	1.0	PHLDA3
ENSG00000109775	-0.388	1.0	UFSP2
ENSG00000124564	-0.0523	1.0	SLC17A3
ENSG00000172020	-0.219	1.0	GAP43
ENSG00000149090	0.141	1.0	PAMR1
ENSG00000104549	-0.284	1.0	SQLE
ENSG00000263341	-0.0382	1.0	KRTAP17-1
ENSG00000134489	0.205	1.0	HRH4
ENSG00000127452	-0.226	1.0	FBXL12
ENSG00000107872	-0.17	1.0	FBXL15
ENSG00000101180	-0.215	1.0	HRH3
ENSG00000145743	-0.102	1.0	FBXL17
ENSG00000127585	-0.0113	1.0	FBXL16
ENSG00000198780	-0.302	1.0	FAM169A
ENSG00000155034	-0.0634	1.0	FBXL18
ENSG00000185087	0.0904	1.0	FAM169B
ENSG00000033122	0.0203	1.0	LRRC7
ENSG00000167925	-0.376	1.0	GHDC
ENSG00000204520	0.08905	1.0	MICA
ENSG00000146555	-0.202	1.0	SDK1
ENSG00000069188	-0.188	1.0	SDK2
ENSG00000157653	-0.259	1.0	C9orf43
ENSG00000134443	0.184	1.0	GRP
ENSG00000176058	-0.0188	1.0	TPRN
ENSG00000187720	0.178	1.0	THSD4
ENSG00000055070	0.032	1.0	SZRD1
ENSG00000197852	-0.0843	1.0	FAM212B
ENSG00000185614	0.157	1.0	FAM212A
ENSG00000154080	-0.0413	1.0	CHST9
ENSG00000124302	0.137	1.0	CHST8
ENSG00000188153	-0.256	1.0	COL4A5
ENSG00000169031	-0.0283	1.0	COL4A3
ENSG00000134871	-0.0115	1.0	COL4A2
ENSG00000187498	0.108	1.0	COL4A1
ENSG00000130958	0.0595	1.0	SLC35D2
ENSG00000175264	0.155	1.0	CHST1
ENSG00000122863	-0.276	1.0	CHST3
ENSG00000175040	0.085	1.0	CHST2
ENSG00000135702	0.00893	1.0	CHST5
ENSG00000140835	0.0125	1.0	CHST4
ENSG00000147119	-0.293	1.0	CHST7
ENSG00000183196	0.114	1.0	CHST6
ENSG00000140678	-0.0527	1.0	ITGAX
ENSG00000102539	-0.098	1.0	MLNR
ENSG00000133980	0.0614	1.0	VRTN
ENSG00000100412	-0.0256	1.0	ACO2
ENSG00000136630	-0.145	1.0	HLX
ENSG00000159267	-0.164	1.0	HLCS
ENSG00000183691	-0.111	1.0	NOG
ENSG00000138448	-0.066	1.0	ITGAV
ENSG00000234243	0.0798666666667	1.0	GPSM3
ENSG00000134072	-0.572	1.0	CAMK1
ENSG00000005844	-0.019	1.0	ITGAL
ENSG00000169896	0.0599	1.0	ITGAM
ENSG00000108924	0.196	1.0	HLF
ENSG00000136999	-1.33	1.0	NOV
ENSG00000141699	-0.0951	1.0	FAM134C
ENSG00000172301	-0.204	1.0	COPRS
ENSG00000120693	0.00789	1.0	SMAD9
ENSG00000124496	-0.06545	1.0	TRERF1
ENSG00000103319	-0.105	1.0	EEF2K
ENSG00000113658	-0.197	1.0	SMAD5
ENSG00000137834	0.282	1.0	SMAD6
ENSG00000101665	0.255	1.0	SMAD7
ENSG00000143457	-0.162	1.0	GOLPH3L
ENSG00000170365	0.636	1.0	SMAD1
ENSG00000119844	-0.102	1.0	AFTPH
ENSG00000166949	-0.446	1.0	SMAD3
ENSG00000131187	0.00493	1.0	F12
ENSG00000182601	0.0114	1.0	HS3ST4
ENSG00000144233	0.368	1.0	AMMECR1L
ENSG00000240505	0.0186	1.0	TNFRSF13B
ENSG00000141219	-0.0423	1.0	C17orf80
ENSG00000089818	0.147	1.0	NECAP1
ENSG00000185873	-0.0225	1.0	TMPRSS11B
ENSG00000197081	-0.00838	1.0	IGF2R
ENSG00000153802	0.0867	1.0	TMPRSS11D
ENSG00000087128	0.517	1.0	TMPRSS11E
ENSG00000198092	0.513	1.0	TMPRSS11F
ENSG00000113749	-0.0455	1.0	HRH2
ENSG00000244588	0.011	1.0	RAD21L1
ENSG00000055163	-0.152	1.0	CYFIP2
ENSG00000186334	-0.294	1.0	SLC36A3
ENSG00000268942	0.256666666667	1.0	CKS1B
ENSG00000123643	0.246	1.0	SLC36A1
ENSG00000004846	-0.0835	1.0	ABCB5
ENSG00000065548	-0.0023	1.0	ZC3H15
ENSG00000104714	-0.195	1.0	ERICH1
ENSG00000179933	-0.0502	1.0	C14orf119
ENSG00000129744	0.121	1.0	ART1
ENSG00000156219	-0.136	1.0	ART3
ENSG00000167311	0.0257	1.0	ART5
ENSG00000111339	-0.346	1.0	ART4
ENSG00000175550	-0.0725	1.0	DRAP1
ENSG00000171703	0.0898	1.0	TCEA2
ENSG00000204219	-0.349	1.0	TCEA3
ENSG00000187735	0.0695	1.0	TCEA1
ENSG00000173120	0.189	1.0	KDM2A
ENSG00000131143	-0.213	1.0	COX4I1
ENSG00000103429	-0.118	1.0	BFAR
ENSG00000112273	0.0984	1.0	HDGFL1
ENSG00000186329	0.0461	1.0	TMEM212
ENSG00000109943	-0.113	1.0	CRTAM
ENSG00000173208	0.156	1.0	ABCD2
ENSG00000126500	0.0317	1.0	FLRT1
ENSG00000186440	0.436	1.0	OR6P1
ENSG00000161180	0.286	1.0	CCDC116
ENSG00000159873	-0.11	1.0	CCDC117
ENSG00000105479	0.372	1.0	CCDC114
ENSG00000117000	0.174	1.0	RLF
ENSG00000164221	-0.274	1.0	CCDC112
ENSG00000103021	-0.276	1.0	CCDC113
ENSG00000168491	-0.431	1.0	CCDC110
ENSG00000166477	-0.23	1.0	LEO1
ENSG00000132681	-0.000155	1.0	ATP1A4
ENSG00000272584	-0.00782	1.0	ATP1A3
ENSG00000018625	0.0665	1.0	ATP1A2
ENSG00000163399	0.00405	1.0	ATP1A1
ENSG00000102858	-0.0807	1.0	MGRN1
ENSG00000164953	0.102	1.0	TMEM67
ENSG00000170275	-0.127	1.0	CRTAP
ENSG00000168014	0.05105	1.0	C2CD3
ENSG00000176170	0.283	1.0	SPHK1
ENSG00000143196	-0.00759	1.0	DPT
ENSG00000086200	-0.176	1.0	IPO11
ENSG00000107874	-0.135	1.0	CUEDC2
ENSG00000157617	-0.149	1.0	C2CD2
ENSG00000113742	-0.689	1.0	CPEB4
ENSG00000214575	-0.373	1.0	CPEB1
ENSG00000107864	0.11	1.0	CPEB3
ENSG00000137449	1.16	1.0	CPEB2
ENSG00000183092	-0.165	1.0	BEGAIN
ENSG00000269572	0.315	1.0	RBMXL3
ENSG00000170748	0.291	1.0	RBMXL2
ENSG00000183044	-0.501	1.0	ABAT
ENSG00000185863	0.0194	1.0	TMEM210
ENSG00000197782	-0.22	1.0	ZNF780A
ENSG00000128000	-0.0721	1.0	ZNF780B
ENSG00000129151	0.014	1.0	BBOX1
ENSG00000109536	-0.0487	1.0	FRG1
ENSG00000124251	-0.145	1.0	TP53TG5
ENSG00000167550	-0.00413	1.0	RHEBL1
ENSG00000198053	-0.111	1.0	SIRPA
ENSG00000068885	-0.152	1.0	IFT80
ENSG00000144395	-0.0745	1.0	CCDC150
ENSG00000032742	-0.191	1.0	IFT88
ENSG00000212993	-0.236	1.0	POU5F1B
ENSG00000176953	-0.00695	1.0	NFATC2IP
ENSG00000167182	-0.182	1.0	SP2
ENSG00000116014	0.254	1.0	KISS1R
ENSG00000172845	-0.0922	1.0	SP3
ENSG00000102900	-0.0351	1.0	NUP93
ENSG00000137142	0.0167	1.0	IGFBPL1
ENSG00000125703	-0.411	1.0	ATG4C
ENSG00000168397	-0.0932	1.0	ATG4B
ENSG00000101844	-0.0618	1.0	ATG4A
ENSG00000130734	-0.125	1.0	ATG4D
ENSG00000165462	0.137	1.0	PHOX2A
ENSG00000164078	0.046	1.0	MST1R
ENSG00000170374	0.078	1.0	SP7
ENSG00000268675	0.00782	1.0	GPKOW
ENSG00000155530	0.222	1.0	LRGUK
ENSG00000110375	-0.0376	1.0	UPK2
ENSG00000000971	0.107	1.0	CFH
ENSG00000166123	0.115	1.0	GPT2
ENSG00000110429	-0.0864	1.0	FBXO3
ENSG00000198805	0.199	1.0	PNP
ENSG00000185722	-0.161	1.0	ANKFY1
ENSG00000243570	0.156666666667	1.0	CFB
ENSG00000182334	-0.0719	1.0	OR5P3
ENSG00000107902	-0.0628	1.0	LHPP
ENSG00000145996	-0.0246	1.0	CDKAL1
ENSG00000100941	0.0713	1.0	PNN
ENSG00000113732	0.0139	1.0	ATP6V0E1
ENSG00000171130	-0.12	1.0	ATP6V0E2
ENSG00000133135	-0.0482	1.0	RNF128
ENSG00000126759	-0.0477	1.0	CFP
ENSG00000125741	0.0537	1.0	OPA3
ENSG00000094914	-0.296	1.0	AAAS
ENSG00000105697	-0.123	1.0	HAMP
ENSG00000198836	0.0237	1.0	OPA1
ENSG00000072858	0.127	1.0	SIDT1
ENSG00000149577	0.288	1.0	SIDT2
ENSG00000103653	-0.043	1.0	CSK
ENSG00000197622	-0.00835	1.0	CDC42SE1
ENSG00000171843	0.0765	1.0	MLLT3
ENSG00000100625	0.00514	1.0	SIX4
ENSG00000177045	-0.233	1.0	SIX5
ENSG00000184302	0.161	1.0	SIX6
ENSG00000269820	0.0594	1.0	SAGE1
ENSG00000153029	0.158	1.0	MR1
ENSG00000170577	0.155	1.0	SIX2
ENSG00000138083	0.0639	1.0	SIX3
ENSG00000137161	-0.265	1.0	CNPY3
ENSG00000257727	-0.12	1.0	CNPY2
ENSG00000146910	0.388	1.0	CNPY1
ENSG00000139151	-0.0274	1.0	PLCZ1
ENSG00000159082	0.2	1.0	SYNJ1
ENSG00000171798	0.0558	1.0	KNDC1
ENSG00000140382	0.245	1.0	HMG20A
ENSG00000064961	-0.224	1.0	HMG20B
ENSG00000103591	0.203	1.0	AAGAB
ENSG00000154274	0.196	1.0	C4orf19
ENSG00000237787	-0.176	1.0	C3orf79
ENSG00000103061	-0.014	1.0	SLC7A6OS
ENSG00000181789	-0.345	1.0	COPG1
ENSG00000124215	-0.68	1.0	CDH26
ENSG00000187068	0.102	1.0	C3orf70
ENSG00000114107	0.0403	1.0	CEP70
ENSG00000168779	0.199	1.0	SHOX2
ENSG00000181007	-0.305	1.0	ZFP82
ENSG00000182261	0.0325	1.0	NLRP10
ENSG00000072609	0.106	1.0	CHFR
ENSG00000133703	0.082	1.0	KRAS
ENSG00000008282	0.163	1.0	SYPL1
ENSG00000117625	0.343	1.0	RCOR3
ENSG00000143028	0.215	1.0	SYPL2
ENSG00000196460	-0.0619	1.0	RFX8
ENSG00000167771	0.118	1.0	RCOR2
ENSG00000111783	0.098	1.0	RFX4
ENSG00000143390	-0.269	1.0	RFX5
ENSG00000269623	-0.257	1.0	AVPR2
ENSG00000181827	-0.11	1.0	RFX7
ENSG00000021645	-0.521	1.0	NRXN3
ENSG00000173825	0.0855	1.0	TIGD3
ENSG00000087903	0.208	1.0	RFX2
ENSG00000080298	-0.202	1.0	RFX3
ENSG00000161179	-0.173	1.0	YDJC
ENSG00000181873	-0.132	1.0	IBA57
ENSG00000258890	-0.0358	1.0	CEP95
ENSG00000134982	-0.25	1.0	APC
ENSG00000185475	-0.211	1.0	TMEM179B
ENSG00000253831	0.228	1.0	ETV3L
ENSG00000140740	-0.0774	1.0	UQCRC2
ENSG00000108039	-0.331	1.0	XPNPEP1
ENSG00000122121	-0.171	1.0	XPNPEP2
ENSG00000196236	-0.311	1.0	XPNPEP3
ENSG00000115486	-0.162	1.0	GGCX
ENSG00000101126	0.0563	1.0	ADNP
ENSG00000171970	-0.0363	1.0	ZNF57
ENSG00000168952	-0.0185	1.0	STXBP6
ENSG00000131773	0.423	1.0	KHDRBS3
ENSG00000112232	-0.139	1.0	KHDRBS2
ENSG00000128591	-0.0339	1.0	FLNC
ENSG00000030110	-0.072	1.0	BAK1
ENSG00000186918	-0.0777	1.0	ZNF395
ENSG00000136518	0.0516	1.0	ACTL6A
ENSG00000138039	-0.0868	1.0	LHCGR
ENSG00000165202	-0.349	1.0	OR1Q1
ENSG00000155269	-0.102	1.0	GPR78
ENSG00000104321	0.0913	1.0	TRPA1
ENSG00000221900	-0.0956	1.0	POM121L12
ENSG00000262176	-0.445	1.0	C11orf1
ENSG00000157851	0.344	1.0	DPYSL5
ENSG00000092964	-0.0279	1.0	DPYSL2
ENSG00000113657	-0.131	1.0	DPYSL3
ENSG00000272594	0.307	1.0	KRTAP10-12
ENSG00000273412	-0.154	1.0	KRTAP10-11
ENSG00000272704	0.281	1.0	KRTAP10-10
ENSG00000115457	-0.273	1.0	IGFBP2
ENSG00000146674	1.35	1.0	IGFBP3
ENSG00000146678	0.146	1.0	IGFBP1
ENSG00000170727	-0.3165	1.0	BOP1
ENSG00000163453	0.0818	1.0	IGFBP7
ENSG00000141753	-0.00944	1.0	IGFBP4
ENSG00000115461	0.146	1.0	IGFBP5
ENSG00000138061	0.0503	1.0	CYP1B1
ENSG00000186104	-0.0273	1.0	CYP2R1
ENSG00000123977	0.0348	1.0	DAW1
ENSG00000152661	-0.266	1.0	GJA1
ENSG00000134817	0.113	1.0	APLNR
ENSG00000265107	0.121	1.0	GJA5
ENSG00000264499	-0.414	1.0	GJA8
ENSG00000085872	0.0081	1.0	CHERP
ENSG00000141194	-0.0593	1.0	OR4D1
ENSG00000152926	0.108	1.0	ZNF117
ENSG00000178150	-0.114	1.0	ZNF114
ENSG00000115548	-0.0343	1.0	KDM3A
ENSG00000062370	-0.0599	1.0	ZNF112
ENSG00000100095	-0.284	1.0	SEZ6L
ENSG00000268188	-0.0691	1.0	HSD17B10
ENSG00000196290	0.0761	1.0	NIF3L1
ENSG00000273099	-0.318	1.0	TMC4
ENSG00000103534	-0.406	1.0	TMC5
ENSG00000141524	0.00545	1.0	TMC6
ENSG00000165185	-0.0695	1.0	KIAA1958
ENSG00000149089	-0.219	1.0	APIP
ENSG00000165091	-0.153	1.0	TMC1
ENSG00000149488	0.263	1.0	TMC2
ENSG00000188869	0.0928	1.0	TMC3
ENSG00000143627	0.112	1.0	PKLR
ENSG00000112290	0.0799	1.0	WASF1
ENSG00000115211	-0.215	1.0	EIF2B4
ENSG00000145191	-0.155	1.0	EIF2B5
ENSG00000119718	-0.144	1.0	EIF2B2
ENSG00000070785	-0.181	1.0	EIF2B3
ENSG00000111361	-1.47	0.857	EIF2B1
ENSG00000114302	-0.0957	1.0	PRKAR2A
ENSG00000005249	-0.385	1.0	PRKAR2B
ENSG00000166884	-0.168	1.0	OR4D6
ENSG00000265972	0.268	1.0	TXNIP
ENSG00000180773	-0.0938	1.0	SLC36A4
ENSG00000125910	0.188	1.0	S1PR4
ENSG00000178053	0.164	1.0	MLF1
ENSG00000103485	-0.0389	1.0	QPRT
ENSG00000172426	-0.236	1.0	RSPH9
ENSG00000111843	-0.264	1.0	TMEM14C
ENSG00000137210	-0.107	1.0	TMEM14B
ENSG00000096092	0.0832	1.0	TMEM14A
ENSG00000003402	-0.0728	1.0	CFLAR
ENSG00000085276	0.0543	1.0	MECOM
ENSG00000130363	-0.461	1.0	RSPH3
ENSG00000160188	-0.483	1.0	RSPH1
ENSG00000112039	-0.0487	1.0	FANCE
ENSG00000163607	-0.0942	1.0	GTPBP8
ENSG00000178828	0.0623	1.0	RNF186
ENSG00000171357	-0.00363	1.0	LURAP1
ENSG00000132424	-0.0159	1.0	PNISR
ENSG00000186487	0.291	1.0	MYT1L
ENSG00000121104	-0.0866	1.0	FAM117A
ENSG00000134255	-0.0529	1.0	CEPT1
ENSG00000171033	-0.12	1.0	PKIA
ENSG00000159212	-0.159	1.0	CLIC6
ENSG00000116785	-0.133	1.0	CFHR3
ENSG00000169504	0.544	1.0	CLIC4
ENSG00000244414	0.09485	1.0	CFHR1
ENSG00000112137	0.19	1.0	PHACTR1
ENSG00000169583	0.13	1.0	CLIC3
ENSG00000087495	0.323	1.0	PHACTR3
ENSG00000112419	-0.418	1.0	PHACTR2
ENSG00000152214	-0.05	1.0	RIT2
ENSG00000105677	-0.0765	1.0	TMEM147
ENSG00000141505	0.117	1.0	ASGR1
ENSG00000161944	0.0982	1.0	ASGR2
ENSG00000164124	-0.261	1.0	TMEM144
ENSG00000161558	-0.338	1.0	TMEM143
ENSG00000143622	0.0982	1.0	RIT1
ENSG00000244187	-0.379	1.0	TMEM141
ENSG00000146859	0.989	1.0	TMEM140
ENSG00000168066	0.0707	1.0	SF1
ENSG00000162813	-0.029	1.0	BPNT1
ENSG00000164305	0.0319	1.0	CASP3
ENSG00000166181	0.0506	1.0	API5
ENSG00000272756	-0.0799	1.0	PCDHA4
ENSG00000102069	0.107	1.0	UBE2NL
ENSG00000164197	-0.00585	1.0	RNF180
ENSG00000198944	0.254	1.0	SOWAHA
ENSG00000186212	0.658	1.0	SOWAHB
ENSG00000198142	0.414	1.0	SOWAHC
ENSG00000187808	0.0164	1.0	SOWAHD
ENSG00000140525	0.228	1.0	FANCI
ENSG00000176495	-0.128	1.0	OR5AN1
ENSG00000105058	-0.0426	1.0	FAM32A
ENSG00000105705	0.0524	1.0	SUGP1
ENSG00000260485	-0.0548	1.0	PUF60
ENSG00000178645	0.0128	1.0	C10orf53
ENSG00000122203	-0.118	1.0	KIAA1191
ENSG00000214814	-0.167	1.0	FER1L6
ENSG00000169239	0.103	1.0	CA5B
ENSG00000137145	-0.0698	1.0	DENND4C
ENSG00000166432	-0.214	1.0	ZMAT1
ENSG00000101892	0.0255	1.0	ATP1B4
ENSG00000146007	0.108	1.0	ZMAT2
ENSG00000100319	-0.245	1.0	ZMAT5
ENSG00000165061	-0.0626	1.0	ZMAT4
ENSG00000228300	-0.288	1.0	C19orf24
ENSG00000119559	0.113	1.0	C19orf25
ENSG00000185697	0.429	1.0	MYBL1
ENSG00000112562	-0.578	1.0	SMOC2
ENSG00000198732	0.149	1.0	SMOC1
ENSG00000101057	0.393	1.0	MYBL2
ENSG00000119185	-0.142	1.0	ITGB1BP1
ENSG00000147166	0.0415	1.0	ITGB1BP2
ENSG00000147789	-0.127	1.0	ZNF7
ENSG00000163067	0.00272	1.0	ZNF2
ENSG00000166526	-0.185	1.0	ZNF3
ENSG00000124092	0.15975	1.0	CTCFL
ENSG00000176125	0.0935	1.0	UFSP1
ENSG00000273439	-0.181	1.0	ZNF8
ENSG00000248485	0.0347	1.0	PCP4L1
ENSG00000115085	0.0921	1.0	ZAP70
ENSG00000181649	0.489	1.0	PHLDA2
ENSG00000101463	0.122	1.0	SYNDIG1
ENSG00000060491	-0.0571	1.0	OGFR
ENSG00000118492	0.0188	1.0	ADGB
ENSG00000096401	0.0202	1.0	CDC5L
ENSG00000128340	-0.414	1.0	RAC2
ENSG00000169750	-0.206	1.0	RAC3
ENSG00000136238	-0.0829	1.0	RAC1
ENSG00000126524	0.129	1.0	SBDS
ENSG00000035403	-0.214	1.0	VCL
ENSG00000096080	0.0427	1.0	MRPS18A
ENSG00000145920	-0.229	1.0	CPLX2
ENSG00000213578	0.2035	1.0	CPLX3
ENSG00000262018	-0.0174	1.0	VPS37D
ENSG00000196961	-0.21	1.0	AP2A1
ENSG00000166569	-0.13	1.0	CPLX4
ENSG00000183020	-0.156	1.0	AP2A2
ENSG00000188987	-0.0205	1.0	HIST1H4D
ENSG00000177453	0.186	1.0	NIM1K
ENSG00000105717	0.22	1.0	PBX4
ENSG00000075223	0.147	1.0	SEMA3C
ENSG00000167081	0.0784	1.0	PBX3
ENSG00000185630	-0.118	1.0	PBX1
ENSG00000160224	0.239	1.0	AIRE
ENSG00000104765	0.0211	1.0	BNIP3L
ENSG00000178694	0.231	1.0	NSUN3
ENSG00000037474	-0.0319	1.0	NSUN2
ENSG00000262589	-0.126	1.0	NSUN5
ENSG00000117481	-0.202	1.0	NSUN4
ENSG00000179299	-0.0251	1.0	NSUN7
ENSG00000241058	-0.198	1.0	NSUN6
ENSG00000037042	-0.0756	1.0	TUBG2
ENSG00000135248	0.0873	1.0	FAM71F1
ENSG00000120952	-0.18	1.0	PRAMEF2
ENSG00000205085	-0.0133	1.0	FAM71F2
ENSG00000113407	0.375	1.0	TARS
ENSG00000148935	-0.0689	1.0	GAS2
ENSG00000104980	0.0488	1.0	TIMM44
ENSG00000178952	-0.193	1.0	TUFM
ENSG00000172613	0.118	1.0	RAD9A
ENSG00000087502	-0.0643	1.0	ERGIC2
ENSG00000125991	-0.286	1.0	ERGIC3
ENSG00000113719	-0.261	1.0	ERGIC1
ENSG00000148019	-0.153	1.0	CEP78
ENSG00000176435	-0.191	1.0	CLEC14A
ENSG00000100902	0.0566	1.0	PSMA6
ENSG00000205403	-0.00557	1.0	CFI
ENSG00000116497	0.275	1.0	S100PBP
ENSG00000149541	-0.332	1.0	B3GAT3
ENSG00000112309	0.0255	1.0	B3GAT2
ENSG00000109956	0.116	1.0	B3GAT1
ENSG00000103381	0.107	1.0	CPPED1
ENSG00000126756	-0.191	1.0	UXT
ENSG00000143933	0.00585	1.0	CALM2
ENSG00000197557	-0.189	1.0	TTC30A
ENSG00000196659	-0.421	1.0	TTC30B
ENSG00000198668	0.152	1.0	CALM1
ENSG00000249967	0.0395	1.0	PI4K2A
ENSG00000167914	0.501	1.0	GSDMA
ENSG00000073605	0.0134	1.0	GSDMB
ENSG00000147697	0.216	1.0	GSDMC
ENSG00000104518	0.0392	1.0	GSDMD
ENSG00000114638	-0.216	1.0	UPK1B
ENSG00000198010	-0.184	1.0	DLGAP2
ENSG00000113722	0.144	1.0	CDX1
ENSG00000170579	-0.375	1.0	DLGAP1
ENSG00000102359	0.157	1.0	SRPX2
ENSG00000126787	0.327	1.0	DLGAP5
ENSG00000137948	0.144	1.0	BRDT
ENSG00000152601	0.0987	1.0	MBNL1
ENSG00000139793	-0.164	1.0	MBNL2
ENSG00000188529	-0.00215	1.0	SRSF10
ENSG00000204979	-0.00322	1.0	MS4A13
ENSG00000111012	0.0967	1.0	CYP27B1
ENSG00000112531	0.0177	1.0	QKI
ENSG00000165556	0.0435	1.0	CDX2
ENSG00000104147	0.201	1.0	OIP5
ENSG00000109572	0.133	1.0	CLCN3
ENSG00000185988	0.136	1.0	PLK5
ENSG00000188037	0.0866	1.0	CLCN1
ENSG00000196639	0.0111	1.0	HRH1
ENSG00000103249	-0.279	1.0	CLCN7
ENSG00000011021	-0.216	1.0	CLCN6
ENSG00000269240	-0.358	1.0	CLCN5
ENSG00000073464	-0.126	1.0	CLCN4
ENSG00000112983	0.0118	1.0	BRD8
ENSG00000028310	-0.0556	1.0	BRD9
ENSG00000141867	0.0316	1.0	BRD4
ENSG00000198824	-0.00593	1.0	CHAMP1
ENSG00000166164	0.0176	1.0	BRD7
ENSG00000100425	0.063	1.0	BRD1
ENSG00000204256	0.08675	1.0	BRD2
ENSG00000069702	0.0997	1.0	TGFBR3
ENSG00000093167	-0.191	1.0	LRRFIP2
ENSG00000140403	-0.181	1.0	DNAJA4
ENSG00000083099	-0.154	1.0	LYRM2
ENSG00000163629	0.19	1.0	PTPN13
ENSG00000127947	0.227	1.0	PTPN12
ENSG00000179295	-0.109	1.0	PTPN11
ENSG00000152104	0.357	1.0	PTPN14
ENSG00000128310	0.127	1.0	GALR3
ENSG00000182687	0.194	1.0	GALR2
ENSG00000254585	-0.401	1.0	MAGEL2
ENSG00000152818	-0.461	1.0	UTRN
ENSG00000145220	0.177	1.0	LYAR
ENSG00000157330	0.137	1.0	C1orf158
ENSG00000197991	-0.158	1.0	PCDH20
ENSG00000154102	0.23	1.0	C16orf74
ENSG00000143314	-0.222	1.0	MRPL24
ENSG00000108826	-0.0385	1.0	MRPL27
