ENSG_id	logFC	adj_pval	gene
ENSG00000125122	-0.20988413	0.38586	LRRC29
ENSG00000168904	-0.0451728775	0.9001	LRRC28
ENSG00000176928	-0.11147955	0.6864	GCNT4
ENSG00000124091	0.257721	0.75017	GCNT7
ENSG00000187210	-0.570473645	0.51647	GCNT1
ENSG00000140297	-0.28974543	0.50482	GCNT3
ENSG00000111846	-0.15163731	0.93062	GCNT2
ENSG00000176454	-0.067286414	0.71999	LPCAT4
ENSG00000087253	-0.8390108925	0.47719	LPCAT2
ENSG00000268829	-0.237882105	0.90112	LPCAT3
ENSG00000153395	-0.47074076	0.43922	LPCAT1
ENSG00000149591	-0.692691813333	0.56638	TAGLN
ENSG00000166960	-0.13538635	0.76171	CCDC178
ENSG00000164975	-0.2771070525	0.54193	SNAPC3
ENSG00000163283	-0.07293613	0.7324	ALPP
ENSG00000120262	-0.25233913	0.41454	CCDC170
ENSG00000164989	-0.01925169	0.84221	CCDC171
ENSG00000182645	0.1569084	0.49312	CCDC172
ENSG00000154479	-0.008567	0.97833	CCDC173
ENSG00000154781	-0.40897657	0.85249	CCDC174
ENSG00000267909	-0.08298657	0.68933	CCDC177
ENSG00000152256	0.245454423333	0.99325	PDK1
ENSG00000067992	0.209216994	0.83438	PDK3
ENSG00000005882	0.13631065	0.86587	PDK2
ENSG00000268394	-0.697591	0.52021	EBP
ENSG00000004799	1.14099375333	0.56754	PDK4
ENSG00000113441	-0.485016704	0.98785	LNPEP
ENSG00000163295	0.031395655	0.99907	ALPI
ENSG00000058262	-0.37532911	0.62645	SEC61A1
ENSG00000065665	-0.54942869	0.86999	SEC61A2
ENSG00000162551	-0.08420342	0.82804	ALPL
ENSG00000115425	-0.39234742	0.37072	PECR
ENSG00000231171	0.24483888	0.3418	LINC01098
ENSG00000175197	-0.00158441	0.99794	DDIT3
ENSG00000168209	0.89212149	0.36058	DDIT4
ENSG00000178796	0.17843642	0.36955	RIIAD1
ENSG00000232653	0.14477983	0.66849	GOLGA8N
ENSG00000175265	0.17551977	0.57707	GOLGA8A
ENSG00000110536	-0.10916516	0.58784	PTPMT1
ENSG00000226124	-0.23793985	0.70995	FTCDNL1
ENSG00000182853	-0.001065725	0.43333	VMO1
ENSG00000165629	-0.32168127	0.53378	ATP5C1
ENSG00000119655	0.16758639	0.60353	NPC2
ENSG00000141458	0.017356585	0.93854	NPC1
ENSG00000181744	0.0585054033333	0.91107	C3orf58
ENSG00000118873	0.07421541	0.6884	RAB3GAP2
ENSG00000180535	0.04094353	0.87836	BHLHA15
ENSG00000115839	-0.3851033475	0.69102	RAB3GAP1
ENSG00000114529	-0.53968648	0.37739	C3orf52
ENSG00000214324	0.0566632	0.82726	C3orf56
ENSG00000173402	-0.572299015	0.33202	DAG1
ENSG00000105755	-0.19611108	0.45655	ETHE1
ENSG00000100359	-0.750195793333	0.40922	SGSM3
ENSG00000004487	-0.15350473	0.78551	KDM1A
ENSG00000165097	-0.52979686	0.30473	KDM1B
ENSG00000158869	-0.1179287	0.98679	FCER1G
ENSG00000137707	0.04833771	0.90152	BTG4
ENSG00000154640	0.1000858425	0.72859	BTG3
ENSG00000159388	-0.16031392	0.83128	BTG2
ENSG00000133639	0.135706613333	0.55088	BTG1
ENSG00000128039	0.65970486	0.32286	SRD5A3
ENSG00000145545	0.16998209	0.7779	SRD5A1
ENSG00000100083	-0.099018204	0.97395	GGA1
ENSG00000125447	-0.08045154	0.93231	GGA3
ENSG00000103365	-0.2367929325	0.87313	GGA2
ENSG00000135723	0.19796523	0.52855	FHOD1
ENSG00000134775	-0.98530604	0.40724	FHOD3
ENSG00000198835	-0.023094605	0.98567	GJC2
ENSG00000164096	0.179689013333	0.87063	C4orf3
ENSG00000182963	-0.7152122125	0.42072	GJC1
ENSG00000240508	-0.47464041	0.41527	PSMB9
ENSG00000226201	-0.32768263	0.43797	PSMB8
ENSG00000136930	-0.407694835	0.30561	PSMB7
ENSG00000142507	-0.65522757	0.32527	PSMB6
ENSG00000100804	-0.36232937	0.55078	PSMB5
ENSG00000159377	-0.159178436667	0.91393	PSMB4
ENSG00000108294	-0.32523491	0.3616	PSMB3
ENSG00000126067	-0.2647923525	0.87111	PSMB2
ENSG00000008018	-0.28453534	0.65315	PSMB1
ENSG00000139636	0.20237205	0.62964	LMBR1L
ENSG00000198862	-0.33605073	0.77788	LTN1
ENSG00000148362	-0.58812611	0.39044	C9orf142
ENSG00000184108	0.1016731	0.63511	TRIML1
ENSG00000148411	-0.245590045	0.72494	NACC2
ENSG00000048707	-0.227364678	0.60365	VPS13D
ENSG00000160877	-0.274675925	0.40679	NACC1
ENSG00000197969	-0.366585696667	0.94528	VPS13A
ENSG00000147010	-0.265318443333	0.38883	SH3KBP1
ENSG00000129003	-0.2226967725	0.68956	VPS13C
ENSG00000132549	-0.5230716275	0.85065	VPS13B
ENSG00000269503	0.07505344	0.7569	BEX5
ENSG00000102409	0.00210089	0.99665	BEX4
ENSG00000133169	0.29861953	0.48704	BEX1
ENSG00000130748	-0.37064541	0.55892	TMEM160
ENSG00000152128	0.10461593	0.67696	TMEM163
ENSG00000134851	0.155502656667	0.85713	TMEM165
ENSG00000126860	-0.88954229	0.30156	EVI2A
ENSG00000146802	-0.60444151	0.34206	TMEM168
ENSG00000185862	-1.01856909	0.30107	EVI2B
ENSG00000264253	-0.096083625	0.78319	FOXN1
ENSG00000170802	-0.33515048	0.61228	FOXN2
ENSG00000053254	-0.0351605275	0.94482	FOXN3
ENSG00000145029	0.09105754	0.91993	NICN1
ENSG00000187955	0.0335682525	0.97604	COL14A1
ENSG00000230705	-0.04893272	0.85375	TAP1
ENSG00000237599	-0.2849211825	0.85949	TAP2
ENSG00000065609	0.06643843	0.77045	SNAP91
ENSG00000211450	-0.0852267483333	0.9047	C11orf31
ENSG00000172264	0.016776515	0.89935	MACROD2
ENSG00000133315	0.182501155	0.68249	MACROD1
ENSG00000183291	0.17167106	0.58105	SEP15
ENSG00000111615	-0.327131343333	0.71647	KRR1
ENSG00000129195	-1.47862651	0.40891	FAM64A
ENSG00000115808	-0.205113321	0.977	STRN
ENSG00000188343	-0.26866753	0.73289	FAM92A1
ENSG00000255394	0.31686669	0.31288	C8orf49
ENSG00000164743	-0.56156481	0.49074	C8orf48
ENSG00000169085	-0.581148923333	0.51455	C8orf46
ENSG00000213865	-0.37384644	0.32283	C8orf44
ENSG00000115129	-0.36829752	0.38878	TP53I3
ENSG00000198125	-0.12449248	0.66749	MB
ENSG00000187714	-0.13394934	0.61804	SLC18A3
ENSG00000165646	0.238678265	0.74656	SLC18A2
ENSG00000036565	-0.13040769	0.59591	SLC18A1
ENSG00000017797	-0.104340353333	0.7926	RALBP1
ENSG00000124203	0.03063224	0.92115	ZNF831
ENSG00000198783	-0.33698479	0.42375	ZNF830
ENSG00000127903	0.04759053	0.89694	ZNF835
ENSG00000152475	0.03320716	0.61487	ZNF837
ENSG00000196267	0.20027944	0.94837	ZNF836
ENSG00000022976	-0.30552688	0.52715	ZNF839
ENSG00000121931	-0.61985414	0.32147	LRIF1
ENSG00000164902	-0.514992443333	0.42125	PHAX
ENSG00000175600	-0.64163327	0.36204	SUGCT
ENSG00000164764	0.461872546667	0.69516	SBSPON
ENSG00000042813	0.13808303	0.41247	ZPBP
ENSG00000258992	0.128956735	0.69264	TSPY1
ENSG00000179520	-0.04477079	0.83117	SLC17A8
ENSG00000101194	-0.288141043333	0.85487	SLC17A9
ENSG00000172007	-0.39910393	0.34206	RAB33B
ENSG00000146039	0.08810116	0.731	SLC17A4
ENSG00000119899	-0.289670785	0.64927	SLC17A5
ENSG00000091664	0.10357032	0.58642	SLC17A6
ENSG00000104888	0.123198355	0.74749	SLC17A7
ENSG00000124568	-0.00216147333333	0.91993	SLC17A1
ENSG00000112337	-0.03975175	0.83811	SLC17A2
ENSG00000124564	0.07452036	0.78709	SLC17A3
ENSG00000140688	-0.155072853333	0.97901	C16orf58
ENSG00000162062	-0.54111239	0.41856	C16orf59
ENSG00000185716	-1.2140832	0.16887	C16orf52
ENSG00000185905	0.06549512	0.76725	C16orf54
ENSG00000078747	-0.33706251	0.66547	ITCH
ENSG00000101421	0.07614999	0.48666	CHMP4B
ENSG00000164695	-0.0839977	0.79506	CHMP4C
ENSG00000082438	-0.732593676	0.87244	COBLL1
ENSG00000184497	-0.06603964	0.89269	TMEM255B
ENSG00000268760	0.09003345	0.68138	TMEM255A
ENSG00000166444	-0.17492584	0.49041	ST5
ENSG00000131845	-0.70652719	0.33601	ZNF304
ENSG00000256762	-0.08423764	0.72822	STH
ENSG00000089335	0.0196240633333	0.98372	ZNF302
ENSG00000145908	-0.26106339	0.61289	ZNF300
ENSG00000101846	-0.27478311	0.58103	STS
ENSG00000159184	-0.148590045	0.67599	HOXB13
ENSG00000269190	0.0051369	0.99358	FBXO17
ENSG00000138814	-0.21256791	0.86377	PPP3CA
ENSG00000107758	-0.29227565	0.94837	PPP3CB
ENSG00000120910	-0.107695134	0.95792	PPP3CC
ENSG00000128342	0.52752135	0.40343	LIF
ENSG00000186566	-0.089556955	0.89647	GPATCH8
ENSG00000032742	-0.13487347	0.66658	IFT88
ENSG00000063177	-0.140776683333	0.95629	RPL18
ENSG00000150594	-0.30376779	0.33169	ADRA2A
ENSG00000222040	-0.29772178	0.35703	ADRA2B
ENSG00000108298	-0.0228422	0.93106	RPL19
ENSG00000175664	0.03499269	0.89489	TEX26
ENSG00000270616	-0.55376467	0.3232	TEX22
ENSG00000185254	-0.16636791	0.49934	TEX28
ENSG00000153495	-0.19159578	0.44679	TEX29
ENSG00000149043	-0.0182736	0.96621	SYT8
ENSG00000109919	-0.4411012	0.58909	MTCH2
ENSG00000067715	-1.6289912	0.3686	SYT1
ENSG00000143858	-0.16670369	0.59385	SYT2
ENSG00000213023	-0.10316731	0.59563	SYT3
ENSG00000132872	0.05991631	0.79904	SYT4
ENSG00000129990	0.11488739	0.91228	SYT5
ENSG00000134207	-0.19160173	0.49827	SYT6
ENSG00000011347	0.004477836	0.77042	SYT7
ENSG00000151923	-0.320988795	0.66439	TIAL1
ENSG00000107164	-0.414203325	0.34492	FUBP3
ENSG00000162613	-0.22227408	0.77495	FUBP1
ENSG00000019169	0.20400702	0.38395	MARCO
ENSG00000164105	-0.257504725	0.57934	SAP30
ENSG00000158747	0.87075196	0.31913	NBL1
ENSG00000157856	0.02362276	0.94044	DRC1
ENSG00000203724	-0.16134	0.83271	C1orf53
ENSG00000162642	-0.267808635	0.48064	C1orf52
ENSG00000164008	-0.07279825	0.70289	C1orf50
ENSG00000143443	-0.148554566667	0.93811	C1orf56
ENSG00000266177	0.22811544	0.44188	C1orf54
ENSG00000186205	-0.16378653	0.74359	MARC1
ENSG00000117791	-0.304296433333	0.47285	MARC2
ENSG00000166311	-0.0823367475	0.88389	SMPD1
ENSG00000103056	-0.171348715	0.45814	SMPD3
ENSG00000135587	-0.49148896	0.4117	SMPD2
ENSG00000136492	-1.17020841	0.38646	BRIP1
ENSG00000128655	0.0498505475	0.82455	PDE11A
ENSG00000100154	0.0252924266667	0.9027	TTC28
ENSG00000137473	-0.31449509	0.77155	TTC29
ENSG00000260703	-0.00016493	0.9998	TTC25
ENSG00000105948	-0.573716955	0.93336	TTC26
ENSG00000018699	-0.23252777	0.9789	TTC27
ENSG00000229474	0.13407619	0.58097	PATL2
ENSG00000006555	0.067698835	0.93925	TTC22
ENSG00000166889	-0.373845462	0.80596	PATL1
ENSG00000074800	-0.39295854	0.77295	ENO1
ENSG00000269528	1.26057952	0.30107	ENO2
ENSG00000108515	-0.0858422	0.88736	ENO3
ENSG00000197766	0.36032297	0.55496	CFD
ENSG00000154358	-0.168906466667	0.87638	OBSCN
ENSG00000143384	-0.439523856667	0.89831	MCL1
ENSG00000095637	0.001362902	0.97424	SORBS1
ENSG00000120896	-0.427284645	0.82123	SORBS3
ENSG00000154556	0.10197219	0.97875	SORBS2
ENSG00000115758	-1.01760383	0.34303	ODC1
ENSG00000115607	-0.24762979	0.6041	IL18RAP
ENSG00000163508	-0.06096253	0.75805	EOMES
ENSG00000106080	-0.471486313333	0.61527	FKBP14
ENSG00000119321	-0.271919841667	0.96863	FKBP15
ENSG00000198833	-0.369463196667	0.55225	UBE2J1
ENSG00000160087	-0.31868435	0.85163	UBE2J2
ENSG00000134285	0.544538703333	0.3072	FKBP11
ENSG00000147912	-0.1614138725	0.8636	FBXO10
ENSG00000138081	-0.11135568	0.77788	FBXO11
ENSG00000214050	0.08450458	0.78302	FBXO16
ENSG00000136463	-0.484372135	0.45895	TACO1
ENSG00000141665	0.13954016	0.64425	FBXO15
ENSG00000229415	-0.00372012	0.98725	SFTA3
ENSG00000224246	-0.09848595	0.5532	SFTA2
ENSG00000070729	-0.05693595	0.91658	CNGB1
ENSG00000170289	0.135722785	0.53468	CNGB3
ENSG00000029363	-0.442204381667	0.64167	BCLAF1
ENSG00000184381	-0.16727062	0.98066	PLA2G6
ENSG00000146070	0.0907721	0.65127	PLA2G7
ENSG00000127472	0.121560913333	0.93288	PLA2G5
ENSG00000100078	0.02550808	0.92061	PLA2G3
ENSG00000183208	0.12544208	0.65682	GDPGP1
ENSG00000120647	-1.13961538	0.30573	CCDC77
ENSG00000221880	0.04788407	0.97919	KRTAP1-3
ENSG00000221852	0.18088851	0.66035	KRTAP1-5
ENSG00000123171	-0.01163574	0.96468	CCDC70
ENSG00000177352	-0.10828661	0.58694	CCDC71
ENSG00000162004	-0.03681826	0.89439	CCDC78
ENSG00000165678	-0.486171686667	0.35108	GHITM
ENSG00000204414	0.058633132	0.77769	CSHL1
ENSG00000119782	0.16826903	0.64765	FKBP1B
ENSG00000212916	-0.11623607	0.57511	MAP10
ENSG00000115446	-0.24046989	0.35112	UNC50
ENSG00000101198	-0.0448662575	0.97929	NKAIN4
ENSG00000185942	-0.26766596	0.40255	NKAIN3
ENSG00000188580	-0.081311645	0.95513	NKAIN2
ENSG00000084628	-0.01467829	0.95254	NKAIN1
ENSG00000166963	-0.0601240566667	0.72045	MAP1A
ENSG00000131711	-0.184835436667	0.87358	MAP1B
ENSG00000080854	-0.06633196	0.82001	IGSF9B
ENSG00000107731	0.12036711	0.88736	UNC5B
ENSG00000182168	0.009603662	0.9988	UNC5C
ENSG00000128564	-0.33028009	0.3072	VGF
ENSG00000113763	-0.07172782	0.85572	UNC5A
ENSG00000156687	-0.17460228	0.45722	UNC5D
ENSG00000130479	0.12822737	0.59912	MAP1S
ENSG00000103540	0.027478595	0.58517	CCP110
ENSG00000269820	0.0599902	0.81392	SAGE1
ENSG00000184524	-0.31142636	0.57374	CEND1
ENSG00000092931	-0.229653245	0.76412	MFSD11
ENSG00000184860	0.24569804	0.34806	SDR42E1
ENSG00000179477	0.18376857	0.44324	ALOX12B
ENSG00000088367	-0.1247524825	0.98826	EPB41L1
ENSG00000138621	-0.74400021	0.33898	PPCDC
ENSG00000082397	-0.27795156	0.80154	EPB41L3
ENSG00000079819	-0.41178765	0.7841	EPB41L2
ENSG00000115109	-0.27223058	0.80788	EPB41L5
ENSG00000111058	0.262021165	0.78104	ACSS3
ENSG00000131069	-0.2039356	0.5875	ACSS2
ENSG00000154930	-0.0359991	0.66022	ACSS1
ENSG00000134313	-0.185114942	0.80822	KIDINS220
ENSG00000163710	0.04153397	0.91129	PCOLCE2
ENSG00000105928	0.11705564	0.69725	DFNA5
ENSG00000187601	-0.41461543	0.27681	MAGEH1
ENSG00000105989	0.51849918	0.30616	WNT2
ENSG00000125084	0.07652085	0.84225	WNT1
ENSG00000125872	-0.03702932	0.95808	LRRN4
ENSG00000173114	0.096614965	0.9183	LRRN3
ENSG00000170382	-0.135423746667	0.40205	LRRN2
ENSG00000175928	-0.07327758	0.75159	LRRN1
ENSG00000162552	0.0930233	0.95121	WNT4
ENSG00000145428	0.22181703	0.54693	RNF175
ENSG00000120925	-0.1733261	0.55361	RNF170
ENSG00000172456	-0.17579964	0.44373	FGGY
ENSG00000132646	-0.42884626	0.38072	PCNA
ENSG00000178951	-0.03502729	0.8853	ZBTB7A
ENSG00000184828	-0.140658695	0.98327	ZBTB7C
ENSG00000160685	-0.075552545	0.90995	ZBTB7B
ENSG00000081154	-0.0335517133333	0.66964	PCNP
ENSG00000160299	-0.07264868	0.9643	PCNT
ENSG00000107984	-0.11498025	0.59755	DKK1
ENSG00000183878	-0.202019236667	0.73089	UTY
ENSG00000112530	0.0674573633333	0.42645	PACRG
ENSG00000112667	-0.0722451766667	0.94075	DNPH1
ENSG00000070010	-0.42733282	0.33584	UFD1L
ENSG00000129351	-0.113380438	0.99548	ILF3
ENSG00000143621	-0.600082	0.30573	ILF2
ENSG00000176720	-0.051377935	0.95415	BOK
ENSG00000144857	-0.04059902	0.50562	BOC
ENSG00000175984	-0.26688375	0.67584	DENND2C
ENSG00000162777	-0.218856955	0.67776	DENND2D
ENSG00000269663	-0.03984545	0.84507	GAGE1
ENSG00000131238	-0.26261482	0.30953	PPT1
ENSG00000272881	0.13980667	0.58629	RABAC1
ENSG00000109452	-0.10159715	0.71056	INPP4B
ENSG00000147548	-0.147768837143	0.96868	WHSC1L1
ENSG00000160633	-0.4904229	0.89458	SAFB
ENSG00000253368	-0.167063945	0.94738	TRNP1
ENSG00000196422	0.01249474	0.97687	PPP1R26
ENSG00000182676	-0.08213309	0.86472	PPP1R27
ENSG00000162869	-0.301379375	0.62326	PPP1R21
ENSG00000151092	-0.180204595	0.8797	NGLY1
ENSG00000162761	0.01389217	0.9532	LMX1A
ENSG00000165424	0.10348269	0.80791	ZCCHC24
ENSG00000136944	0.10915846	0.65292	LMX1B
ENSG00000172935	-0.54660986	0.51648	MRGPRF
ENSG00000118432	0.042371385	0.9001	CNR1
ENSG00000168505	0.11044306	0.69156	GBX2
ENSG00000164900	-0.45074305	0.30515	GBX1
ENSG00000188822	-0.08871073	0.81656	CNR2
ENSG00000130119	-0.515646185	0.63361	GNL3L
ENSG00000029725	-0.581026106	0.56386	RABEP1
ENSG00000137574	-0.413500843333	0.41728	TGS1
ENSG00000185046	-0.002137328	0.93879	ANKS1B
ENSG00000064999	-0.39425697	0.30107	ANKS1A
ENSG00000123562	-0.42258422	0.35917	MORF4L2
ENSG00000137845	-0.376246556667	0.56042	ADAM10
ENSG00000073670	-0.13475476	0.72657	ADAM11
ENSG00000148848	0.059595788	0.97687	ADAM12
ENSG00000143537	0.07247584	0.56007	ADAM15
ENSG00000151694	0.103229223333	0.64251	ADAM17
ENSG00000168619	0.12928279	0.75195	ADAM18
ENSG00000135074	-0.30601928	0.98362	ADAM19
ENSG00000152595	0.17481475	0.41637	MEPE
ENSG00000063854	-0.42694555	0.33507	HAGH
ENSG00000149124	-0.0399244233333	0.9462	GLYAT
ENSG00000197430	-0.18797775	0.4343	OPALIN
ENSG00000161265	-0.68986642	0.32375	U2AF1L4
ENSG00000166579	-0.163182495	0.72446	NDEL1
ENSG00000251322	0.57957356	0.76323	SHANK3
ENSG00000268430	-0.02766298	0.85354	SHANK2
ENSG00000161681	-0.29646945	0.33282	SHANK1
ENSG00000169174	-0.11961355	0.51072	PCSK9
ENSG00000125851	-0.011880905	0.9462	PCSK2
ENSG00000175426	0.40136797	0.52566	PCSK1
ENSG00000140479	-0.0170273425	0.99417	PCSK6
ENSG00000160613	-0.457877305	0.39609	PCSK7
ENSG00000115257	0.31125643	0.43002	PCSK4
