ENSG_id	logFC	adj_pval	gene
ENSG00000179772	0.182	0.886	FOXS1
ENSG00000136807	-0.012	0.92	CDK9
ENSG00000110931	0.13695	0.954	CAMKK2
ENSG00000004660	-0.229	0.934	CAMKK1
ENSG00000165502	0.0203	0.992	RPL36AL
ENSG00000176108	-0.058	0.983	CHMP6
ENSG00000086065	0.0823	0.987	CHMP5
ENSG00000228250	-0.129	0.92	LY6G6C
ENSG00000106031	-0.0971	0.964	HOXA13
ENSG00000235769	-0.351	0.829	LY6G6E
ENSG00000005073	0.12245	0.971	HOXA11
ENSG00000253293	-0.0124	0.99	HOXA10
ENSG00000106648	-0.396	0.816	GALNTL5
ENSG00000174473	-0.0891	0.939	GALNTL6
ENSG00000182591	0.138	0.922	KRTAP11-1
ENSG00000139372	0.159	0.923	TDG
ENSG00000189159	0.2245	0.917	HN1
ENSG00000148814	0.09175	0.92	LRRC27
ENSG00000163507	0.2325	0.899	KIAA1524
ENSG00000268135	-0.0276	0.984	LRRC23
ENSG00000129255	-0.024	0.925	MPDU1
ENSG00000172731	-0.0164	0.991	LRRC20
ENSG00000125122	-0.15	0.943	LRRC29
ENSG00000168904	0.016525	0.974	LRRC28
ENSG00000176928	0.034	0.978	GCNT4
ENSG00000124091	-0.0747	0.988	GCNT7
ENSG00000187210	-0.0972	0.953	GCNT1
ENSG00000140297	0.275	0.837	GCNT3
ENSG00000111846	-0.0385	0.958	GCNT2
ENSG00000176454	-0.14642	0.972	LPCAT4
ENSG00000087253	-0.136	0.908	LPCAT2
ENSG00000268829	0.39035	0.991	LPCAT3
ENSG00000153395	0.584	0.834	LPCAT1
ENSG00000149591	0.19	0.871	TAGLN
ENSG00000166960	-0.134	0.909	CCDC178
ENSG00000008226	-0.0297333333333	0.974	DLEC1
ENSG00000163283	0.311	0.837	ALPP
ENSG00000120262	0.0876	0.94	CCDC170
ENSG00000164989	-0.0435857142857	0.994	CCDC171
ENSG00000182645	-0.214	0.857	CCDC172
ENSG00000154479	-0.146	0.898	CCDC173
ENSG00000154781	0.162066666667	0.983	CCDC174
ENSG00000267909	-0.414	0.816	CCDC177
ENSG00000152256	0.217933333333	0.999	PDK1
ENSG00000067992	-0.16624	0.985	PDK3
ENSG00000005882	-0.2325	0.906	PDK2
ENSG00000268394	0.094375	0.974	EBP
ENSG00000004799	0.0005	0.982	PDK4
ENSG00000113441	-0.3098	0.849	LNPEP
ENSG00000163295	-0.3505	0.852	ALPI
ENSG00000058262	0.392	0.841	SEC61A1
ENSG00000065665	0.250333333333	0.938	SEC61A2
ENSG00000162551	0.1436	0.967	ALPL
ENSG00000115425	0.00235	0.971	PECR
ENSG00000231171	-0.142	0.904	LINC01098
ENSG00000175197	-0.179	0.959	DDIT3
ENSG00000168209	-0.645	0.799	DDIT4
ENSG00000232653	-0.471	0.834	GOLGA8N
ENSG00000175265	-0.05795	0.973	GOLGA8A
ENSG00000110536	0.18285	0.973	PTPMT1
ENSG00000226124	0.227	0.944	FTCDNL1
ENSG00000182853	-0.1738	0.985	VMO1
ENSG00000165629	-0.137975	0.967	ATP5C1
ENSG00000119655	-0.298	0.835	NPC2
ENSG00000141458	-0.0954	0.989	NPC1
ENSG00000181744	-0.0506666666667	0.896	C3orf58
ENSG00000118873	0.101	0.927	RAB3GAP2
ENSG00000180535	1.3	0.799	BHLHA15
ENSG00000115839	0.2782025	0.998	RAB3GAP1
ENSG00000114529	0.47155	0.934	C3orf52
ENSG00000214324	-0.00376	0.999	C3orf56
ENSG00000173402	0.11475	0.962	DAG1
ENSG00000105755	0.241	0.846	ETHE1
ENSG00000100359	0.221666666667	0.903	SGSM3
ENSG00000004487	0.0621	0.965	KDM1A
ENSG00000165097	0.2645	0.914	KDM1B
ENSG00000158869	-0.066	0.896	FCER1G
ENSG00000137707	-0.0145	0.929	BTG4
ENSG00000154640	0.042	0.905	BTG3
ENSG00000159388	-0.10475	0.987	BTG2
ENSG00000133639	0.128166666667	0.988	BTG1
ENSG00000128039	-0.0751666666667	0.998	SRD5A3
ENSG00000145545	0.136133333333	0.982	SRD5A1
ENSG00000100083	0.07978	0.974	GGA1
ENSG00000125447	0.1417	0.955	GGA3
ENSG00000103365	0.017625	0.978	GGA2
ENSG00000135723	-0.0172	0.991	FHOD1
ENSG00000134775	-1.02	0.799	FHOD3
ENSG00000198835	-0.244	0.968	GJC2
ENSG00000164096	-0.252333333333	0.848	C4orf3
ENSG00000182963	-0.020275	0.984	GJC1
ENSG00000240508	-0.139	0.981	PSMB9
ENSG00000226201	0.199	0.961	PSMB8
ENSG00000138134	0.261	0.987	STAMBPL1
ENSG00000142507	0.204	0.872	PSMB6
ENSG00000100804	0.183	0.889	PSMB5
ENSG00000159377	0.148566666667	0.98	PSMB4
ENSG00000108294	0.189	0.88	PSMB3
ENSG00000126067	-0.049575	0.955	PSMB2
ENSG00000008018	0.113066666667	0.971	PSMB1
ENSG00000139636	0.326	0.855	LMBR1L
ENSG00000198862	-0.021	0.957	LTN1
ENSG00000179046	0.835	0.815	TRIML2
ENSG00000148362	0.158	0.896	C9orf142
ENSG00000184108	0.295	0.835	TRIML1
ENSG00000148411	0.524	0.815	NACC2
ENSG00000048707	0.13918	0.978	VPS13D
ENSG00000160877	0.19215	0.974	NACC1
ENSG00000197969	0.218883333333	0.997	VPS13A
ENSG00000147010	0.136666666667	0.951	SH3KBP1
ENSG00000129003	-0.23225	0.954	VPS13C
ENSG00000132549	0.02752	0.995	VPS13B
ENSG00000269503	0.0446	0.974	BEX5
ENSG00000102409	0.208	0.857	BEX4
ENSG00000133134	1.13	0.799	BEX2
ENSG00000133169	-0.352	0.827	BEX1
ENSG00000130748	0.124	0.957	TMEM160
ENSG00000152128	-0.1135	0.926	TMEM163
ENSG00000134851	0.210716666667	0.952	TMEM165
ENSG00000163449	-0.251	0.847	TMEM169
ENSG00000146802	0.54	0.854	TMEM168
ENSG00000185862	-0.667	0.799	EVI2B
ENSG00000264253	-0.011	0.886	FOXN1
ENSG00000170802	-0.84	0.799	FOXN2
ENSG00000053254	0.1772375	0.98	FOXN3
ENSG00000145029	0.0668	0.958	NICN1
ENSG00000187955	0.031825	0.941	COL14A1
ENSG00000010295	-0.3825	0.835	IFFO1
ENSG00000237599	0.1657	0.978	TAP2
ENSG00000065609	0.0917	0.94	SNAP91
ENSG00000211450	0.0161666666667	0.993	C11orf31
ENSG00000172264	0.2365	0.975	MACROD2
ENSG00000133315	-0.047295	1.0	MACROD1
ENSG00000183291	-0.0881	0.955	SEP15
ENSG00000111615	-0.0787166666667	0.963	KRR1
ENSG00000129195	-0.8	0.799	FAM64A
ENSG00000115808	-0.11768	0.977	STRN
ENSG00000188343	0.316666666667	0.897	FAM92A1
ENSG00000255394	-0.0296	0.982	C8orf49
ENSG00000164743	0.0217	0.987	C8orf48
ENSG00000169085	-0.130033333333	0.946	C8orf46
ENSG00000213865	-0.296	0.835	C8orf44
ENSG00000115129	0.172	0.913	TP53I3
ENSG00000198125	0.141	0.899	MB
ENSG00000187714	-0.209	0.876	SLC18A3
ENSG00000165646	-0.05115	0.988	SLC18A2
ENSG00000036565	-0.123	0.914	SLC18A1
ENSG00000017797	0.263666666667	0.855	RALBP1
ENSG00000124203	-0.11475	0.978	ZNF831
ENSG00000198783	0.1825	0.903	ZNF830
ENSG00000127903	-0.119	0.934	ZNF835
ENSG00000152475	-0.1396	0.989	ZNF837
ENSG00000196267	0.08265	0.992	ZNF836
ENSG00000022976	-0.143	0.921	ZNF839
ENSG00000121931	0.0128	0.994	LRIF1
ENSG00000164902	0.238666666667	0.952	PHAX
ENSG00000175600	-0.0941	0.943	SUGCT
ENSG00000137449	-0.0459666666667	0.984	CPEB2
ENSG00000042813	-0.00735	0.996	ZPBP
ENSG00000258992	-0.03745	0.968	TSPY1
ENSG00000179520	0.131	0.911	SLC17A8
ENSG00000101194	0.0049937	1.0	SLC17A9
ENSG00000172007	0.278	0.873	RAB33B
ENSG00000146039	-0.1732	0.988	SLC17A4
ENSG00000119899	0.835	0.845	SLC17A5
ENSG00000091664	0.148	0.895	SLC17A6
ENSG00000104888	-0.016	0.899	SLC17A7
ENSG00000124568	-0.0131333331667	1.0	SLC17A1
ENSG00000112337	-0.18	0.877	SLC17A2
ENSG00000124564	0.0466	0.976	SLC17A3
ENSG00000140688	-0.12932	0.997	C16orf58
ENSG00000162062	0.0761	0.967	C16orf59
ENSG00000185716	0.396	0.829	C16orf52
ENSG00000185905	0.0235	0.986	C16orf54
ENSG00000078747	0.381333333333	0.857	ITCH
ENSG00000101421	0.2855	0.85	CHMP4B
ENSG00000164695	0.231	0.857	CHMP4C
ENSG00000082438	0.2731	0.955	COBLL1
ENSG00000184497	-0.116	0.943	TMEM255B
ENSG00000268760	-0.114	0.92	TMEM255A
ENSG00000166444	-0.0563	0.971	ST5
ENSG00000131845	0.159	0.925	ZNF304
ENSG00000256762	-0.22	0.896	STH
ENSG00000089335	-0.3968	0.991	ZNF302
ENSG00000145908	0.354	0.834	ZNF300
ENSG00000101846	0.396545	0.996	STS
ENSG00000159184	-0.2635	0.887	HOXB13
ENSG00000269190	-0.00807	0.996	FBXO17
ENSG00000138814	0.299666666667	0.966	PPP3CA
ENSG00000107758	0.2435	0.897	PPP3CB
ENSG00000120910	0.13882	0.987	PPP3CC
ENSG00000128342	0.0562	0.984	LIF
ENSG00000197958	0.01865	0.994	RPL12
ENSG00000092978	0.20254	0.978	GPATCH2
ENSG00000150594	-0.345	0.847	ADRA2A
ENSG00000222040	-0.229	0.865	ADRA2B
ENSG00000184160	-0.196	0.867	ADRA2C
ENSG00000175664	-0.204	0.886	TEX26
ENSG00000270616	-0.31	0.835	TEX22
ENSG00000185254	0.0974	0.933	TEX28
ENSG00000153495	-0.0689	0.962	TEX29
ENSG00000149043	-0.0489	0.978	SYT8
ENSG00000170743	-0.08445	0.937	SYT9
ENSG00000109919	0.1302	0.991	MTCH2
ENSG00000067715	0.5475	0.815	SYT1
ENSG00000143858	-0.106	0.939	SYT2
ENSG00000213023	-0.189	0.906	SYT3
ENSG00000132872	-0.0297	0.981	SYT4
ENSG00000129990	-0.1275	0.944	SYT5
ENSG00000134207	-0.119	0.916	SYT6
ENSG00000011347	-0.00167	0.997	SYT7
ENSG00000151923	0.1165	0.926	TIAL1
ENSG00000107164	0.02955	0.994	FUBP3
ENSG00000162613	-0.1838	0.994	FUBP1
ENSG00000019169	0.0517	0.97	MARCO
ENSG00000164105	-0.122225	0.991	SAP30
ENSG00000158747	-0.04	0.978	NBL1
ENSG00000157856	-0.399	0.82	DRC1
ENSG00000203724	0.14305	0.993	C1orf53
ENSG00000162642	0.1386	0.962	C1orf52
ENSG00000164008	0.437	0.815	C1orf50
ENSG00000143443	0.1246	0.955	C1orf56
ENSG00000266177	-0.0525	0.968	C1orf54
ENSG00000186205	0.37	0.834	MARC1
ENSG00000117791	-0.1312	0.973	MARC2
ENSG00000166311	-0.055775	0.953	SMPD1
ENSG00000103056	-0.2545	0.875	SMPD3
ENSG00000135587	0.703	0.799	SMPD2
ENSG00000136492	0.0413	0.975	BRIP1
ENSG00000128655	0.0555675	0.999	PDE11A
ENSG00000100154	0.0978	0.966	TTC28
ENSG00000137473	0.075	0.955	TTC29
ENSG00000260703	0.198	0.873	TTC25
ENSG00000105948	0.81925	0.844	TTC26
ENSG00000018699	0.101	0.878	TTC27
ENSG00000229474	0.179	0.88	PATL2
ENSG00000006555	-0.101625	0.977	TTC22
ENSG00000166889	0.16706	0.948	PATL1
ENSG00000074800	0.040225	0.978	ENO1
ENSG00000185149	0.122033333333	0.991	NPY2R
ENSG00000108515	-0.299	0.896	ENO3
ENSG00000197766	0.0117	0.994	CFD
ENSG00000154358	0.161666666667	0.925	OBSCN
ENSG00000100104	0.6215	0.815	SRRD
ENSG00000143384	-0.0968333333333	0.973	MCL1
ENSG00000095637	-0.13468	0.966	SORBS1
ENSG00000120896	-0.12335	0.991	SORBS3
ENSG00000154556	-0.08336	0.992	SORBS2
ENSG00000115758	0.455	0.815	ODC1
ENSG00000115607	-0.15	0.95	IL18RAP
ENSG00000163508	0.0307	0.989	EOMES
ENSG00000134452	0.1309	0.975	FBXO18
ENSG00000119321	0.0231166666667	0.971	FKBP15
ENSG00000198833	0.316666666667	0.866	UBE2J1
ENSG00000160087	0.122085	0.999	UBE2J2
ENSG00000134285	0.110863333333	1.0	FKBP11
ENSG00000147912	-0.02677	0.998	FBXO10
ENSG00000138081	-0.137066666667	0.992	FBXO11
ENSG00000214050	0.394	0.82	FBXO16
ENSG00000136463	0.1775	0.953	TACO1
ENSG00000141665	-0.0487	0.971	FBXO15
ENSG00000229415	-0.0115	0.994	SFTA3
ENSG00000224246	-0.0336	0.978	SFTA2
ENSG00000070729	0.128966666667	0.981	CNGB1
ENSG00000170289	0.07655	0.961	CNGB3
ENSG00000029363	0.0510333333333	0.994	BCLAF1
ENSG00000184381	-0.08634	0.996	PLA2G6
ENSG00000146070	0.102	0.935	PLA2G7
ENSG00000127472	-0.0553766666667	0.997	PLA2G5
ENSG00000100078	-0.118	0.955	PLA2G3
ENSG00000183208	-0.283	0.842	GDPGP1
ENSG00000188581	-0.0513	0.974	KRTAP1-1
ENSG00000221880	-0.24215	0.981	KRTAP1-3
ENSG00000221852	-0.179	0.895	KRTAP1-5
ENSG00000123171	0.116	0.924	CCDC70
ENSG00000177352	-0.0346	0.987	CCDC71
ENSG00000168350	-0.336	0.871	DEGS2
ENSG00000162004	-0.332	0.829	CCDC78
ENSG00000165678	-0.1874	0.937	GHITM
ENSG00000204414	-0.0442	0.994	CSHL1
ENSG00000119782	0.117	0.936	FKBP1B
ENSG00000212916	-0.0786	0.948	MAP10
ENSG00000115446	0.162	0.9	UNC50
ENSG00000101198	-0.0109925	0.999	NKAIN4
ENSG00000185942	-0.0198	0.989	NKAIN3
ENSG00000188580	0.01955	1.0	NKAIN2
ENSG00000084628	-0.0739	0.971	NKAIN1
ENSG00000166963	-0.0997	0.989	MAP1A
ENSG00000131711	0.766	0.827	MAP1B
ENSG00000080854	-0.0075	0.897	IGSF9B
ENSG00000107731	-0.268766666667	0.987	UNC5B
ENSG00000182168	-0.12644	0.959	UNC5C
ENSG00000128564	-0.0844	0.952	VGF
ENSG00000113763	-0.134	0.895	UNC5A
ENSG00000156687	1.31	0.836	UNC5D
ENSG00000130479	0.384	0.836	MAP1S
ENSG00000103540	-0.10945	0.964	CCP110
ENSG00000269820	0.0501	0.971	SAGE1
ENSG00000184524	-0.109	0.933	CEND1
ENSG00000184860	0.1995	0.887	SDR42E1
ENSG00000179477	-0.236	0.855	ALOX12B
ENSG00000088367	0.079475	0.971	EPB41L1
ENSG00000138621	0.476	0.849	PPCDC
ENSG00000082397	0.06899	0.995	EPB41L3
ENSG00000079819	-0.02995	0.967	EPB41L2
ENSG00000115109	0.05575	0.861	EPB41L5
ENSG00000111058	0.0025	0.914	ACSS3
ENSG00000131069	-0.111	0.92	ACSS2
ENSG00000154930	-0.10284	0.977	ACSS1
ENSG00000134313	-0.0541768	1.0	KIDINS220
ENSG00000163710	0.116	0.975	PCOLCE2
ENSG00000105928	-0.24	0.886	DFNA5
ENSG00000187601	-0.0827	0.954	MAGEH1
ENSG00000105989	-0.142	0.904	WNT2
ENSG00000125084	0.0337	0.98	WNT1
ENSG00000125872	-0.1835	0.952	LRRN4
ENSG00000173114	-0.09375	0.986	LRRN3
ENSG00000170382	0.190166666667	0.986	LRRN2
ENSG00000162552	-0.2692	0.98	WNT4
ENSG00000145428	-0.146	0.896	RNF175
ENSG00000120925	-0.1788	0.969	RNF170
ENSG00000132646	-0.479	0.815	PCNA
ENSG00000178951	-0.0754	0.996	ZBTB7A
ENSG00000184828	0.0905	0.987	ZBTB7C
ENSG00000160685	-0.11295	0.987	ZBTB7B
ENSG00000081154	0.173633333333	0.98	PCNP
ENSG00000160299	-0.0435	0.912	PCNT
ENSG00000107984	1.66	0.829	DKK1
ENSG00000183878	-0.0630333333333	0.935	UTY
ENSG00000112530	-0.0725666666667	0.985	PACRG
ENSG00000112667	0.00566666666667	0.944	DNPH1
ENSG00000070010	0.102	0.929	UFD1L
ENSG00000129351	0.025798	0.999	ILF3
ENSG00000143621	-0.102	0.936	ILF2
ENSG00000176720	0.493	0.933	BOK
ENSG00000144857	-0.141633333333	0.992	BOC
ENSG00000175984	-0.0888	0.973	DENND2C
ENSG00000146966	-0.0384766666667	0.995	DENND2A
ENSG00000162777	0.021	0.954	DENND2D
ENSG00000269663	-0.0222	0.986	GAGE1
ENSG00000131238	0.107	0.925	PPT1
ENSG00000272881	-0.173	0.879	RABAC1
ENSG00000109452	0.222325	0.996	INPP4B
ENSG00000040933	-0.207716666667	0.994	INPP4A
ENSG00000160633	0.178966666667	0.952	SAFB
ENSG00000253368	0.0955	0.823	TRNP1
ENSG00000196422	0.399	0.829	PPP1R26
ENSG00000182676	0.0895	0.95	PPP1R27
ENSG00000162869	0.3275	0.855	PPP1R21
ENSG00000151092	0.1291	0.984	NGLY1
ENSG00000162761	-0.142	0.91	LMX1A
ENSG00000165424	-0.6255	0.829	ZCCHC24
ENSG00000136944	0.13	0.908	LMX1B
ENSG00000172935	-0.18	0.911	MRGPRF
ENSG00000118432	-0.05054947	1.0	CNR1
ENSG00000168505	0.0878	0.946	GBX2
ENSG00000164900	0.121	0.957	GBX1
ENSG00000188822	-0.359	0.834	CNR2
ENSG00000130119	0.26705	0.963	GNL3L
ENSG00000029725	0.0782	0.968	RABEP1
ENSG00000137574	0.03552	0.998	TGS1
ENSG00000185046	-0.11173	0.997	ANKS1B
ENSG00000064999	0.0647	0.966	ANKS1A
ENSG00000137845	-0.2763	0.991	ADAM10
ENSG00000073670	-0.0305	0.906	ADAM11
ENSG00000148848	-0.0072	0.923	ADAM12
ENSG00000143537	-0.1179	0.975	ADAM15
ENSG00000151694	0.0243	0.971	ADAM17
ENSG00000168619	-0.11785	0.966	ADAM18
ENSG00000135074	-0.298	0.951	ADAM19
ENSG00000152595	0.221	0.864	MEPE
ENSG00000063854	-0.0947	0.976	HAGH
ENSG00000149124	-0.0948666666667	0.974	GLYAT
ENSG00000197430	-0.00432	0.999	OPALIN
ENSG00000161265	0.386	0.842	U2AF1L4
ENSG00000166579	0.0085	0.917	NDEL1
ENSG00000251322	0.2381	0.961	SHANK3
ENSG00000268430	0.00075	0.944	SHANK2
ENSG00000161681	-0.346	0.829	SHANK1
ENSG00000173261	-0.55	0.836	PLAC8L1
ENSG00000169174	0.427	0.864	PCSK9
ENSG00000125851	0.1427	0.948	PCSK2
ENSG00000175426	-0.332	0.859	PCSK1
ENSG00000140479	0.11265	0.974	PCSK6
ENSG00000160613	-0.14045	0.976	PCSK7
ENSG00000115257	0.38	0.829	PCSK4
ENSG00000099139	0.0354	0.987	PCSK5
ENSG00000090316	-0.0688	0.966	MAEA
ENSG00000165929	0.2893	0.976	TC2N
ENSG00000100979	-0.212	0.881	PLTP
ENSG00000262176	0.102175	0.976	C11orf1
ENSG00000152217	0.0905	0.899	SETBP1
ENSG00000155307	0.0535333333333	0.979	SAMSN1
ENSG00000162391	-0.373	0.829	FAM151A
ENSG00000157212	-0.0866	0.95	PAXIP1
ENSG00000053501	0.03855	0.995	USE1
ENSG00000119865	0.539	0.829	CNRIP1
ENSG00000099804	0.073	0.954	CDC34
ENSG00000105401	0.236	0.892	CDC37
ENSG00000147059	0.105	0.935	SPIN2A
ENSG00000130313	-0.1405	0.98	PGLS
ENSG00000059145	0.0212	0.975	UNKL
ENSG00000145386	0.10465	0.965	CCNA2
ENSG00000147202	0.0383666666667	0.974	DIAPH2
ENSG00000133101	0.981	0.799	CCNA1
ENSG00000158560	-0.06415	0.981	DYNC1I1
ENSG00000160948	-0.126	0.908	VPS28
ENSG00000111237	-0.107	0.886	VPS29
ENSG00000262634	0.311	0.834	SKA1
ENSG00000165480	0.173	0.888	SKA3
ENSG00000182628	-0.399685	0.998	SKA2
ENSG00000198663	-0.2112	0.949	C6orf89
ENSG00000088808	-0.27	0.883	PPP1R13B
ENSG00000104881	0.627	0.83	PPP1R13L
ENSG00000135925	-0.1335	0.925	WNT10A
ENSG00000169884	0.255	0.866	WNT10B
ENSG00000241935	-0.198	0.865	HOGA1
ENSG00000163762	0.05235	0.944	TM4SF18
ENSG00000091136	-0.2505	0.882	LAMB1
ENSG00000196878	0.575	0.883	LAMB3
ENSG00000172037	-0.00275	0.999	LAMB2
ENSG00000152207	0.153	0.895	CYSLTR2
ENSG00000091128	0.0093	0.964	LAMB4
ENSG00000123191	0.3195	0.836	ATP7B
ENSG00000051825	-0.18495	0.987	MPHOSPH9
ENSG00000196199	0.040247	1.0	MPHOSPH8
ENSG00000135698	0.074	0.925	MPHOSPH6
ENSG00000148219	0.272333333333	0.886	ASTN2
ENSG00000152092	0.11	0.925	ASTN1
ENSG00000089693	0.0763	0.958	MLF2
ENSG00000174197	0.03115	0.982	MGA
ENSG00000111341	-0.132	0.974	MGP
ENSG00000125430	0.024	0.994	HS3ST3B1
ENSG00000035687	0.05865	0.976	ADSS
ENSG00000020577	0.145725	0.992	SAMD4A
ENSG00000239900	-0.11545	0.956	ADSL
ENSG00000179134	-0.07975	0.9	SAMD4B
