ENSG_id	logFC	adj_pval	gene
ENSG00000170312	-0.1275	0.8255	CDK1
ENSG00000170476	-0.08405	0.893	MZB1
ENSG00000123374	-0.0469333333333	0.9399	CDK2
ENSG00000231286	-0.0503666666667	0.6892	HLA-DQB1
ENSG00000263639	-0.0008	0.9423	MSMB
ENSG00000228254	0.0177	0.9218	HLA-DQB2
ENSG00000179772	-0.157	0.5734	FOXS1
ENSG00000136807	-0.104823333333	0.996	CDK9
ENSG00000110931	-0.03299225	0.9973	CAMKK2
ENSG00000004660	0.15069	0.9917	CAMKK1
ENSG00000165502	-0.158	0.6055	RPL36AL
ENSG00000176108	0.132	0.6699	CHMP6
ENSG00000086065	0.1612	0.7702	CHMP5
ENSG00000228250	-0.031	0.9144	LY6G6C
ENSG00000106031	-0.0853	0.7911	HOXA13
ENSG00000235769	0.057	0.7407	LY6G6E
ENSG00000005073	-0.0876	0.9445	HOXA11
ENSG00000253293	-0.0342	0.8983	HOXA10
ENSG00000106648	0.0188	0.932	GALNTL5
ENSG00000174473	-0.0476	0.8861	GALNTL6
ENSG00000182591	-0.303	0.5564	KRTAP11-1
ENSG00000139372	-0.139	0.6615	TDG
ENSG00000189159	-0.0673	0.9329	HN1
ENSG00000148814	-0.03808325	0.9992	LRRC27
ENSG00000163507	0.242	0.5592	KIAA1524
ENSG00000268135	0.2	0.6511	LRRC23
ENSG00000129255	0.04155	0.9092	MPDU1
ENSG00000172731	-0.0691	0.8689	LRRC20
ENSG00000125122	0.0183	0.9612	LRRC29
ENSG00000168904	-0.0133	0.8838	LRRC28
ENSG00000176928	-0.258	0.5835	GCNT4
ENSG00000124091	0.12155	0.9574	GCNT7
ENSG00000187210	0.1244	0.7835	GCNT1
ENSG00000140297	-0.132	0.612	GCNT3
ENSG00000111846	-0.24355	0.9288	GCNT2
ENSG00000176454	0.03322	0.9203	LPCAT4
ENSG00000087253	-0.0975	0.8266	LPCAT2
ENSG00000268829	0.001	0.8566	LPCAT3
ENSG00000153395	-0.0257	0.9645	LPCAT1
ENSG00000149591	0.1075	0.8541	TAGLN
ENSG00000166960	-0.0128	0.966	CCDC178
ENSG00000008226	0.0553	0.8436	DLEC1
ENSG00000163283	-0.00328	0.9878	ALPP
ENSG00000120262	-0.0575	0.7583	CCDC170
ENSG00000164989	-0.0202714285714	0.9647	CCDC171
ENSG00000182645	-0.079	0.8039	CCDC172
ENSG00000154479	-0.18	0.5624	CCDC173
ENSG00000154781	0.0794576666667	0.999	CCDC174
ENSG00000267909	0.145	0.6304	CCDC177
ENSG00000152256	-0.0182	0.9489	PDK1
ENSG00000067992	0.013864	0.9883	PDK3
ENSG00000005882	0.01905	0.9041	PDK2
ENSG00000268394	-0.021075	0.859	EBP
ENSG00000004799	-0.100966666667	0.8499	PDK4
ENSG00000113441	-0.10122	0.8897	LNPEP
ENSG00000163295	0.01056	0.9956	ALPI
ENSG00000058262	-0.23605	0.8403	SEC61A1
ENSG00000065665	0.0723666666667	0.9735	SEC61A2
ENSG00000162551	-0.0165	0.8993	ALPL
ENSG00000115425	0.089	0.9307	PECR
ENSG00000231171	-0.0187	0.9254	LINC01098
ENSG00000175197	0.192	0.5496	DDIT3
ENSG00000168209	-0.0918	0.7817	DDIT4
ENSG00000178796	-0.0881	0.7199	RIIAD1
ENSG00000232653	-0.0211	0.9494	GOLGA8N
ENSG00000175265	0.19	0.6843	GOLGA8A
ENSG00000154928	0.126966666667	0.6889	EPHB1
ENSG00000110536	0.1223	0.9523	PTPMT1
ENSG00000226124	0.0269	0.8306	FTCDNL1
ENSG00000182853	-0.05055	0.9609	VMO1
ENSG00000165629	-0.035775	0.7291	ATP5C1
ENSG00000119655	-0.0891	0.8349	NPC2
ENSG00000141458	0.05385	0.951	NPC1
ENSG00000181744	-0.0250666666667	0.7941	C3orf58
ENSG00000118873	0.229	0.6213	RAB3GAP2
ENSG00000180535	-0.0685	0.776	BHLHA15
ENSG00000115839	0.01638	0.997	RAB3GAP1
ENSG00000114529	-0.0041	0.8492	C3orf52
ENSG00000214324	-0.0417	0.816	C3orf56
ENSG00000173402	0.15125	0.928	DAG1
ENSG00000105755	-0.241	0.5609	ETHE1
ENSG00000100359	0.146	0.8625	SGSM3
ENSG00000004487	-0.172	0.5719	KDM1A
ENSG00000165097	0.2163	0.8717	KDM1B
ENSG00000158869	-0.0134	0.8412	FCER1G
ENSG00000137707	-0.0808	0.9238	BTG4
ENSG00000154640	-0.066725	0.8826	BTG3
ENSG00000159388	0.1901	0.8227	BTG2
ENSG00000133639	0.0860666666667	0.8635	BTG1
ENSG00000128039	-0.0104366666667	0.9864	SRD5A3
ENSG00000145545	-0.0224	0.9309	SRD5A1
ENSG00000100083	0.02684	0.7975	GGA1
ENSG00000125447	-0.04255	0.7368	GGA3
ENSG00000103365	-0.105549375	0.9994	GGA2
ENSG00000135723	0.0401	0.9086	FHOD1
ENSG00000134775	0.258	0.6696	FHOD3
ENSG00000198835	0.03245	0.7503	GJC2
ENSG00000164096	-0.0350333333333	0.9572	C4orf3
ENSG00000182963	0.0094	0.8833	GJC1
ENSG00000240508	-0.188	0.6253	PSMB9
ENSG00000226201	-0.189	0.6939	PSMB8
ENSG00000136930	0.0945	0.5888	PSMB7
ENSG00000142507	-0.13	0.6781	PSMB6
ENSG00000100804	-0.158	0.6334	PSMB5
ENSG00000179933	-0.103	0.6146	C14orf119
ENSG00000108294	-0.083	0.7198	PSMB3
ENSG00000126067	0.0184	0.9317	PSMB2
ENSG00000008018	-0.0928	0.8325	PSMB1
ENSG00000139636	0.134	0.7701	LMBR1L
ENSG00000198862	0.142933333333	0.9484	LTN1
ENSG00000179046	0.161	0.7525	TRIML2
ENSG00000148362	0.116	0.8255	C9orf142
ENSG00000184108	0.263	0.547	TRIML1
ENSG00000148411	0.1526	0.8722	NACC2
ENSG00000048707	-0.00316	0.9062	VPS13D
ENSG00000160877	0.1385	0.7299	NACC1
ENSG00000147010	0.392333333333	0.5263	SH3KBP1
ENSG00000129003	-0.00775	0.8743	VPS13C
ENSG00000132549	-0.0438	0.8236	VPS13B
ENSG00000269503	-0.229	0.5523	BEX5
ENSG00000102409	0.0642	0.8349	BEX4
ENSG00000133134	0.375	0.2994	BEX2
ENSG00000133169	0.166	0.5398	BEX1
ENSG00000130748	0.142	0.7376	TMEM160
ENSG00000152128	-0.11565	0.9346	TMEM163
ENSG00000134851	-0.0364666666667	0.9669	TMEM165
ENSG00000139445	-0.1034	0.6926	FOXN4
ENSG00000146802	0.03815	0.8998	TMEM168
ENSG00000185862	-0.111	0.6067	EVI2B
ENSG00000264253	-0.143	0.7045	FOXN1
ENSG00000170802	0.1885	0.7808	FOXN2
ENSG00000053254	-0.179925	0.8602	FOXN3
ENSG00000145029	0.174	0.5837	NICN1
ENSG00000187955	-0.0388225	0.989	COL14A1
ENSG00000010295	0.2455	0.6004	IFFO1
ENSG00000237599	-0.076525	0.9767	TAP2
ENSG00000065609	-0.109	0.7556	SNAP91
ENSG00000211450	0.0849166666667	0.9131	C11orf31
ENSG00000172264	-0.0290125	0.9886	MACROD2
ENSG00000133315	0.1097	0.6909	MACROD1
ENSG00000183291	-0.026	0.893	SEP15
ENSG00000111615	0.0584183333333	0.9853	KRR1
ENSG00000129195	0.0707	0.7563	FAM64A
ENSG00000188343	0.109866666667	0.9505	FAM92A1
ENSG00000171772	-0.05815	0.7839	SYCE1
ENSG00000255394	-0.0635	0.7098	C8orf49
ENSG00000164743	-0.203	0.5817	C8orf48
ENSG00000169085	-0.0812	0.8836	C8orf46
ENSG00000213865	0.053	0.9079	C8orf44
ENSG00000115129	0.262	0.6627	TP53I3
ENSG00000198125	-0.00201	0.9963	MB
ENSG00000187714	-0.0925	0.6701	SLC18A3
ENSG00000165646	-0.17	0.6364	SLC18A2
ENSG00000036565	0.0425	0.808	SLC18A1
ENSG00000017797	-0.00166666666667	0.8781	RALBP1
ENSG00000063176	0.02555	0.9411	SPHK2
ENSG00000124203	-0.0356	0.8878	ZNF831
ENSG00000198783	-0.04555	0.9721	ZNF830
ENSG00000127903	-0.0472	0.8296	ZNF835
ENSG00000152475	0.02055	0.7701	ZNF837
ENSG00000196267	-0.02595	0.9562	ZNF836
ENSG00000022976	0.19975	0.7572	ZNF839
ENSG00000121931	0.0748	0.8171	LRIF1
ENSG00000164902	0.0694333333333	0.918	PHAX
ENSG00000175600	0.0237	0.9007	SUGCT
ENSG00000137449	0.114066666667	0.973	CPEB2
ENSG00000042813	0.0171	0.9501	ZPBP
ENSG00000258992	0.0422705	1.0	TSPY1
ENSG00000179520	-0.0409	0.8406	SLC17A8
ENSG00000101194	-0.0715533333333	0.9847	SLC17A9
ENSG00000172007	-0.0092	0.9723	RAB33B
ENSG00000146039	-0.07295	0.884	SLC17A4
ENSG00000119899	-0.1883	0.8004	SLC17A5
ENSG00000091664	-0.224	0.6031	SLC17A6
ENSG00000104888	-0.0851	0.7634	SLC17A7
ENSG00000124568	0.0876333333333	0.8424	SLC17A1
ENSG00000112337	-0.108	0.6833	SLC17A2
ENSG00000124564	0.0301	0.9408	SLC17A3
ENSG00000140688	0.16	0.6433	C16orf58
ENSG00000162062	0.114	0.6758	C16orf59
ENSG00000185716	-0.069	0.8322	C16orf52
ENSG00000185905	0.462	0.5721	C16orf54
ENSG00000078747	-0.122216666667	0.9464	ITCH
ENSG00000101421	0.1116	0.7072	CHMP4B
ENSG00000164695	-0.0684	0.8703	CHMP4C
ENSG00000082438	-0.01912	0.9388	COBLL1
ENSG00000184497	-0.0381	0.8388	TMEM255B
ENSG00000268760	-0.00315	0.989	TMEM255A
ENSG00000166444	-0.0716	0.8913	ST5
ENSG00000131845	0.0836	0.7475	ZNF304
ENSG00000256762	-0.0933	0.6833	STH
ENSG00000089335	0.02905	0.9662	ZNF302
ENSG00000145908	-0.0482	0.844	ZNF300
ENSG00000101846	-0.04655	0.9709	STS
ENSG00000159184	-0.045005	0.984	HOXB13
ENSG00000138814	-0.148566666667	0.9021	PPP3CA
ENSG00000107758	-0.136445	0.991	PPP3CB
ENSG00000120910	-0.027078	0.9905	PPP3CC
ENSG00000128342	0.171	0.7139	LIF
ENSG00000197958	-0.0444	0.8582	RPL12
ENSG00000032742	-0.0252	0.9473	IFT88
ENSG00000063177	-0.0388333333333	0.729	RPL18
ENSG00000150594	-0.142	0.8343	ADRA2A
ENSG00000222040	-0.0341	0.9266	ADRA2B
ENSG00000184160	0.12	0.5995	ADRA2C
ENSG00000175664	0.0496	0.8074	TEX26
ENSG00000270616	0.0221	0.9485	TEX22
ENSG00000185254	0.129	0.5965	TEX28
ENSG00000153495	-0.00335	0.9896	TEX29
ENSG00000149043	-0.0988	0.6547	SYT8
ENSG00000109919	0.0743	0.7687	MTCH2
ENSG00000067715	-0.271	0.7492	SYT1
ENSG00000143858	-0.161	0.5583	SYT2
ENSG00000213023	-0.135	0.5874	SYT3
ENSG00000132872	0.0379	0.9707	SYT4
ENSG00000129990	0.0454	0.9663	SYT5
ENSG00000134207	0.0816	0.7705	SYT6
ENSG00000011347	0.061894	0.9963	SYT7
ENSG00000151923	0.0380925	0.979	TIAL1
ENSG00000107164	0.1207	0.901	FUBP3
ENSG00000162613	-0.0757	0.9346	FUBP1
ENSG00000019169	0.27	0.5614	MARCO
ENSG00000164105	-0.042575	0.886	SAP30
ENSG00000158747	-0.0817	0.7625	NBL1
ENSG00000157856	0.218	0.5515	DRC1
ENSG00000203724	-0.146	0.6241	C1orf53
ENSG00000162642	-0.05635	0.8993	C1orf52
ENSG00000164008	0.0159	0.9603	C1orf50
ENSG00000143443	0.0726666666667	0.9225	C1orf56
ENSG00000266177	-0.0564	0.9322	C1orf54
ENSG00000186205	-0.152	0.6387	MARC1
ENSG00000117791	-0.0172333333333	0.7566	MARC2
ENSG00000166311	0.0219	0.9391	SMPD1
ENSG00000103056	0.06645	0.9558	SMPD3
ENSG00000135587	-0.0542	0.8275	SMPD2
ENSG00000136492	-0.0228	0.7762	BRIP1
ENSG00000128655	-0.0326975	0.9827	PDE11A
ENSG00000100154	0.218666666667	0.6097	TTC28
ENSG00000137473	0.114	0.6426	TTC29
ENSG00000260703	0.209	0.5954	TTC25
ENSG00000105948	0.090675	0.9303	TTC26
ENSG00000018699	0.095	0.7604	TTC27
ENSG00000229474	-0.0441	0.7972	PATL2
ENSG00000006555	0.057475	0.7802	TTC22
ENSG00000269714	-0.122025	0.8294	TTC23
ENSG00000074800	-0.065525	0.9542	ENO1
ENSG00000185149	-0.190566666667	0.8399	NPY2R
ENSG00000108515	0.10195	0.7848	ENO3
ENSG00000197766	0.178	0.7526	CFD
ENSG00000154358	-0.0417333333333	0.7556	OBSCN
ENSG00000143384	-0.0936766666667	0.9871	MCL1
ENSG00000095637	0.02546	0.7848	SORBS1
ENSG00000120896	-0.042	0.8263	SORBS3
ENSG00000154556	0.068113	0.9892	SORBS2
ENSG00000115607	-0.0469	0.8007	IL18RAP
ENSG00000163508	0.0326	0.8541	EOMES
ENSG00000056736	0.0970333333333	0.7503	IL17RB
ENSG00000106080	-0.0121333333333	0.9501	FKBP14
ENSG00000119321	-0.0170666666667	0.9815	FKBP15
ENSG00000198833	-0.317283333333	0.7976	UBE2J1
ENSG00000141756	0.297	0.6028	FKBP10
ENSG00000134285	0.1317	0.855	FKBP11
ENSG00000147912	0.044375	0.9737	FBXO10
ENSG00000138081	0.0517	0.973	FBXO11
ENSG00000214050	0.238	0.5604	FBXO16
ENSG00000269190	-0.113	0.7777	FBXO17
ENSG00000141665	-0.0549	0.7792	FBXO15
ENSG00000229415	-0.0179	0.9543	SFTA3
ENSG00000224246	-0.13	0.6253	SFTA2
ENSG00000070729	0.0123333333333	0.9181	CNGB1
ENSG00000170289	-0.0057	0.8624	CNGB3
ENSG00000029363	-0.044895	0.9856	BCLAF1
ENSG00000184381	0.149466666667	0.8995	PLA2G6
ENSG00000146070	0.0866	0.8615	PLA2G7
ENSG00000127472	0.0622	0.8625	PLA2G5
ENSG00000100078	-0.0288	0.9409	PLA2G3
ENSG00000183208	-0.0604	0.7846	GDPGP1
ENSG00000120647	-0.0211	0.9757	CCDC77
ENSG00000221880	-0.15265	0.7997	KRTAP1-3
ENSG00000221852	-0.25	0.547	KRTAP1-5
ENSG00000123171	-0.0212	0.9463	CCDC70
ENSG00000177352	-0.00829	0.9752	CCDC71
ENSG00000162004	0.0569	0.74	CCDC78
ENSG00000165678	-0.119233333333	0.9805	GHITM
ENSG00000204414	0.06818	0.9615	CSHL1
ENSG00000119782	0.0923	0.7503	FKBP1B
ENSG00000212916	-0.0303	0.8686	MAP10
ENSG00000115446	-0.0321	0.9157	UNC50
ENSG00000101198	0.2205	0.6132	NKAIN4
ENSG00000185942	0.0852	0.7582	NKAIN3
ENSG00000188580	-0.08385	0.936	NKAIN2
ENSG00000084628	-0.0173	0.9672	NKAIN1
ENSG00000166963	0.0784366666667	0.9763	MAP1A
ENSG00000131711	0.0986933333333	0.9871	MAP1B
ENSG00000080854	-0.0167	0.9805	IGSF9B
ENSG00000107731	0.186766666667	0.9644	UNC5B
ENSG00000182168	0.0267542	1.0	UNC5C
ENSG00000128564	0.815	0.4926	VGF
ENSG00000113763	0.00825	0.8515	UNC5A
ENSG00000156687	-0.0467	0.8703	UNC5D
ENSG00000130479	0.0866	0.7661	MAP1S
ENSG00000103540	0.1765	0.6143	CCP110
ENSG00000269820	0.0165	0.9271	SAGE1
ENSG00000184524	0.145	0.6293	CEND1
ENSG00000184860	-0.08925	0.8584	SDR42E1
ENSG00000179477	0.0122	0.9617	ALOX12B
ENSG00000088367	0.067125	0.968	EPB41L1
ENSG00000138621	0.078	0.7108	PPCDC
ENSG00000082397	-0.279333333333	0.7884	EPB41L3
ENSG00000079819	-0.13565	0.9473	EPB41L2
ENSG00000115109	-0.027175	0.8826	EPB41L5
ENSG00000111058	-0.12319	0.9886	ACSS3
ENSG00000131069	-0.214	0.5532	ACSS2
ENSG00000154930	0.01824	0.9418	ACSS1
ENSG00000134313	-0.08936	0.9594	KIDINS220
ENSG00000163710	-0.00356	0.9959	PCOLCE2
ENSG00000105928	0.201	0.5802	DFNA5
ENSG00000187601	-0.0538	0.8063	MAGEH1
ENSG00000105989	-0.0564	0.7705	WNT2
ENSG00000125084	-0.0454	0.8971	WNT1
ENSG00000125872	0.453	0.2814	LRRN4
ENSG00000172482	-0.125433333333	0.8752	AGXT
ENSG00000170382	-0.0135	0.934	LRRN2
ENSG00000175928	-0.107	0.7061	LRRN1
ENSG00000162552	-0.0564333333333	0.9663	WNT4
ENSG00000145428	0.122	0.686	RNF175
ENSG00000120925	0.00976666666667	0.7498	RNF170
ENSG00000172456	0.0716	0.9314	FGGY
ENSG00000132646	0.0623	0.7042	PCNA
ENSG00000178951	0.0752	0.9184	ZBTB7A
ENSG00000184828	-0.0462	0.8684	ZBTB7C
ENSG00000160685	0.0007	0.671	ZBTB7B
ENSG00000081154	-0.0476666666667	0.82	PCNP
ENSG00000160299	0.08935	0.7762	PCNT
ENSG00000183878	0.0731666666667	0.8703	UTY
ENSG00000112530	-0.0583666666667	0.9041	PACRG
ENSG00000112667	-0.0465333333333	0.9617	DNPH1
ENSG00000070010	-0.197	0.5614	UFD1L
ENSG00000129351	-0.0302742	0.999	ILF3
ENSG00000143621	-0.202	0.5972	ILF2
ENSG00000176720	0.07035	0.9475	BOK
ENSG00000144857	0.0205266666667	0.9599	BOC
ENSG00000175984	-0.134	0.6364	DENND2C
ENSG00000146966	0.116333333333	0.8642	DENND2A
ENSG00000162777	0.06654	0.9913	DENND2D
ENSG00000269663	0.139	0.6352	GAGE1
ENSG00000131238	0.0191	0.9174	PPT1
ENSG00000272881	-0.0627	0.8926	RABAC1
ENSG00000109452	-0.0213475	0.9897	INPP4B
ENSG00000040933	0.0175833333333	0.9718	INPP4A
ENSG00000160633	-0.2704	0.7649	SAFB
ENSG00000253368	0.13915	0.9212	TRNP1
ENSG00000196422	-0.0422	0.9087	PPP1R26
ENSG00000182676	-0.0229	0.9062	PPP1R27
ENSG00000162869	0.07435	0.9665	PPP1R21
ENSG00000151092	0.20225	0.6994	NGLY1
ENSG00000162761	-0.00539	0.9813	LMX1A
ENSG00000165424	0.0138	0.904	ZCCHC24
ENSG00000136944	-0.0606	0.7583	LMX1B
ENSG00000172935	0.491	0.6642	MRGPRF
ENSG00000118432	-0.02145	0.9306	CNR1
ENSG00000168505	-0.0118	0.9509	GBX2
ENSG00000164900	0.00195	0.9963	GBX1
ENSG00000188822	-0.0206	0.9032	CNR2
ENSG00000130119	-0.016525	0.9437	GNL3L
ENSG00000029725	-0.24684	0.9784	RABEP1
ENSG00000137574	0.0533366666667	0.9871	TGS1
ENSG00000185046	-0.04034	0.9484	ANKS1B
ENSG00000064999	0.0254	0.9136	ANKS1A
ENSG00000123562	0.139266666667	0.8865	MORF4L2
ENSG00000137845	-0.299266666667	0.8338	ADAM10
ENSG00000073670	0.1815	0.6615	ADAM11
ENSG00000148848	-0.03916	0.9771	ADAM12
ENSG00000143537	-0.0039	0.9034	ADAM15
ENSG00000151694	0.157666666667	0.8654	ADAM17
ENSG00000168619	-0.0851	0.9011	ADAM18
ENSG00000135074	0.026	0.8754	ADAM19
ENSG00000152595	-0.115	0.6224	MEPE
ENSG00000063854	-0.0615	0.7376	HAGH
ENSG00000149124	-0.0842666666667	0.9771	GLYAT
ENSG00000197430	0.0436	0.8788	OPALIN
ENSG00000161265	0.143	0.5917	U2AF1L4
ENSG00000166579	0.051	0.9502	NDEL1
ENSG00000251322	0.04649	0.9759	SHANK3
ENSG00000268430	0.135908333333	0.9891	SHANK2
ENSG00000161681	-0.0686	0.8145	SHANK1
ENSG00000169174	-0.268	0.5398	PCSK9
ENSG00000125851	-0.0727	0.7702	PCSK2
ENSG00000175426	-0.0634	0.7176	PCSK1
ENSG00000140479	-0.0428	0.9602	PCSK6
ENSG00000160613	0.062	0.9542	PCSK7
ENSG00000115257	0.147	0.6186	PCSK4
ENSG00000099139	-0.0749	0.9574	PCSK5
ENSG00000090316	-0.0367	0.8736	MAEA
ENSG00000165929	-0.0346	0.9196	TC2N
ENSG00000100979	0.237	0.5564	PLTP
ENSG00000151640	0.0183333333333	0.7572	DPYSL4
ENSG00000152217	0.0761	0.9303	SETBP1
ENSG00000155307	-0.0228333333333	0.9304	SAMSN1
ENSG00000162391	-0.0354	0.8436	FAM151A
ENSG00000157212	-0.155	0.5564	PAXIP1
ENSG00000053501	0.1236	0.82	USE1
ENSG00000119865	-0.123	0.9083	CNRIP1
ENSG00000099804	-0.03335	0.8275	CDC34
ENSG00000105401	-0.155	0.7525	CDC37
ENSG00000147059	-0.0694	0.7992	SPIN2A
ENSG00000130313	0.0111	0.9061	PGLS
ENSG00000059145	0.06673	0.9907	UNKL
ENSG00000023287	0.1705	0.7402	RB1CC1
ENSG00000145386	-0.0499	0.8556	CCNA2
ENSG00000071127	-0.07484	0.8647	WDR1
ENSG00000133101	-0.183	0.6205	CCNA1
ENSG00000158560	0.01245	0.7979	DYNC1I1
ENSG00000160948	0.0414	0.9212	VPS28
ENSG00000111237	-0.0185	0.6975	VPS29
ENSG00000262634	-0.118	0.6465	SKA1
ENSG00000165480	-0.0534	0.7762	SKA3
ENSG00000182628	-0.005	0.7976	SKA2
