ENSG_id	logFC	adj_pval	gene
ENSG00000100154	-0.193333333333	0.6387323	TTC28
ENSG00000137473	0.0378	0.9188345	TTC29
ENSG00000260703	0.0933	0.844002	TTC25
ENSG00000105948	-0.116575	0.8152131	TTC26
ENSG00000018699	-0.08015	0.8966115	TTC27
ENSG00000229474	-0.0722	0.8342329	PATL2
ENSG00000006555	0.1604	0.8893469	TTC22
ENSG00000166889	-0.07886	0.9789663	PATL1
ENSG00000074800	-0.191	0.8813086	ENO1
ENSG00000185149	0.0692333333333	0.9762417	NPY2R
ENSG00000108515	-0.1309	0.9757662	ENO3
ENSG00000185722	-0.0662825	0.9956856	ANKFY1
ENSG00000154358	0.0533333333333	0.7447196	OBSCN
ENSG00000100104	-0.1825	0.5712421	SRRD
ENSG00000143384	-0.16885	0.974866	MCL1
ENSG00000095637	-0.03386	0.9341584	SORBS1
ENSG00000120896	-0.2695	0.6926784	SORBS3
ENSG00000154556	0.1048438	1.0	SORBS2
ENSG00000115607	-0.505	0.0757946	IL18RAP
ENSG00000163508	-0.302	0.2322135	EOMES
ENSG00000106080	0.0764333333333	0.9682347	FKBP14
ENSG00000119321	-0.0579	0.9639694	FKBP15
ENSG00000198833	-0.1186	0.7727041	UBE2J1
ENSG00000141756	0.232	0.3622889	FKBP10
ENSG00000134285	-0.005	0.8636987	FKBP11
ENSG00000147912	-0.007375	0.974866	FBXO10
ENSG00000138081	0.00823333333333	0.9333692	FBXO11
ENSG00000214050	0.133	0.7218589	FBXO16
ENSG00000269190	-0.324	0.2168455	FBXO17
ENSG00000141665	-0.377	0.2823529	FBXO15
ENSG00000229415	-0.092	0.8600126	SFTA3
ENSG00000224246	0.358	0.2501654	SFTA2
ENSG00000070729	0.0947333333333	0.9778076	CNGB1
ENSG00000170289	-0.054585	0.9913683	CNGB3
ENSG00000029363	0.0691833333333	0.9896958	BCLAF1
ENSG00000184381	-0.1184	0.9036444	PLA2G6
ENSG00000146070	-0.371	0.2540624	PLA2G7
ENSG00000127472	0.102	0.7874069	PLA2G5
ENSG00000100078	0.778	0.0174712	PLA2G3
ENSG00000183208	-0.000789	1.0	GDPGP1
ENSG00000120647	0.0231	0.9643036	CCDC77
ENSG00000221880	-0.049	0.6854075	KRTAP1-3
ENSG00000221852	0.0219	0.9589283	KRTAP1-5
ENSG00000123171	0.135	0.7293373	CCDC70
ENSG00000177352	-0.0101	0.9849184	CCDC71
ENSG00000168350	0.569	0.0370039	DEGS2
ENSG00000162004	0.0493	0.9116911	CCDC78
ENSG00000165678	-0.0551333333333	0.9358356	GHITM
ENSG00000204414	0.00474	0.9928772	CSHL1
ENSG00000119782	-0.106	0.7245833	FKBP1B
ENSG00000212916	-0.175	0.661442	MAP10
ENSG00000115446	-0.0273	0.9544411	UNC50
ENSG00000101198	-0.257	0.9250723	NKAIN4
ENSG00000185942	0.00436	0.9961418	NKAIN3
ENSG00000188580	0.060378	1.0	NKAIN2
ENSG00000084628	0.309	0.3296127	NKAIN1
ENSG00000166963	0.0128	0.9823221	MAP1A
ENSG00000131711	0.316956666667	1.0	MAP1B
ENSG00000080854	0.129	0.7283109	IGSF9B
ENSG00000107731	0.338233333333	0.9000051	UNC5B
ENSG00000182168	0.02046	0.9877664	UNC5C
ENSG00000128564	0.11	0.6894709	VGF
ENSG00000113763	-0.06605	0.9083029	UNC5A
ENSG00000156687	-0.155	0.5288982	UNC5D
ENSG00000130479	-0.209	0.588416	MAP1S
ENSG00000103540	-0.051204	1.0	CCP110
ENSG00000269820	0.258	0.2986296	SAGE1
ENSG00000184524	-0.0077	0.9911796	CEND1
ENSG00000092931	-0.04365	0.9809315	MFSD11
ENSG00000184860	0.271	0.3402071	SDR42E1
ENSG00000179477	1.83	0.0027205	ALOX12B
ENSG00000088367	0.069375	0.9602327	EPB41L1
ENSG00000138621	0.00958	0.9869426	PPCDC
ENSG00000082397	0.941	0.0443539	EPB41L3
ENSG00000079819	-0.172325	0.977278	EPB41L2
ENSG00000115109	0.149825	0.8501589	EPB41L5
ENSG00000111058	0.1071	0.9555841	ACSS3
ENSG00000131069	-0.492	0.1510967	ACSS2
ENSG00000154930	-0.04046	0.9524357	ACSS1
ENSG00000134313	-0.12722	0.8827242	KIDINS220
ENSG00000163710	0.123	0.719712	PCOLCE2
ENSG00000105928	-0.122	0.6606322	DFNA5
ENSG00000187601	-0.0804	0.7854356	MAGEH1
ENSG00000105989	0.0502	0.9041389	WNT2
ENSG00000125084	-0.126	0.6767474	WNT1
ENSG00000125872	-0.2455	0.8227956	LRRN4
ENSG00000173114	-0.0605	0.6392688	LRRN3
ENSG00000170382	0.0280333333333	0.9779571	LRRN2
ENSG00000175928	-0.231	0.5250255	LRRN1
ENSG00000162552	-0.0832666666667	0.9805799	WNT4
ENSG00000145428	0.192	0.6379932	RNF175
ENSG00000120925	-0.0793333333333	0.7143331	RNF170
ENSG00000132646	-0.0577	0.859314	PCNA
ENSG00000178951	0.0347031666667	1.0	ZBTB7A
ENSG00000184828	0.1151	0.9789663	ZBTB7C
ENSG00000160685	0.2128	0.9628256	ZBTB7B
ENSG00000081154	-0.091	0.793529	PCNP
ENSG00000160299	-0.032145	0.9869426	PCNT
ENSG00000183878	-0.255633333333	0.9564841	UTY
ENSG00000112530	0.128066666667	0.9276224	PACRG
ENSG00000112667	-0.189126666667	1.0	DNPH1
ENSG00000070010	-0.0645	0.8407783	UFD1L
ENSG00000129351	-0.36698	0.8686967	ILF3
ENSG00000143621	-0.297	0.255835	ILF2
ENSG00000144857	-0.11591	0.9989862	BOC
ENSG00000175984	0.44165	0.9188661	DENND2C
ENSG00000162777	0.0847	0.9371572	DENND2D
ENSG00000269663	0.102	0.7349712	GAGE1
ENSG00000131238	-0.0128	0.9802234	PPT1
ENSG00000109452	0.2137425	0.9877687	INPP4B
ENSG00000040933	-0.262881666667	0.9921216	INPP4A
ENSG00000160633	-0.0927333333333	0.9644335	SAFB
ENSG00000253368	0.00385	0.8812934	TRNP1
ENSG00000196422	0.152	0.6441372	PPP1R26
ENSG00000182676	-0.138	0.6460395	PPP1R27
ENSG00000162869	-0.297	0.6080866	PPP1R21
ENSG00000151092	-0.13725	0.8036209	NGLY1
ENSG00000162761	-0.242	0.4392821	LMX1A
ENSG00000165424	0.063355	0.9947961	ZCCHC24
ENSG00000136944	0.00879	0.9950482	LMX1B
ENSG00000118432	-0.1431	0.7944985	CNR1
ENSG00000168505	-0.192	0.6136936	GBX2
ENSG00000164900	-0.119	0.7341473	GBX1
ENSG00000188822	-0.234	0.3732732	CNR2
ENSG00000130119	-0.0508	0.9613868	GNL3L
ENSG00000137574	0.2389	0.9215709	TGS1
ENSG00000185046	0.0181	0.971014	ANKS1B
ENSG00000064999	0.18	0.4729228	ANKS1A
ENSG00000123562	-0.00866666666667	0.7447196	MORF4L2
ENSG00000137845	-0.0818666666667	0.8907551	ADAM10
ENSG00000073670	-0.0305	0.5042124	ADAM11
ENSG00000148848	0.03264	0.9439416	ADAM12
ENSG00000143537	0.144	0.7818537	ADAM15
ENSG00000151694	-0.000666666666667	0.8793411	ADAM17
ENSG00000168619	0.0262	0.771673	ADAM18
ENSG00000135074	0.194	0.5417513	ADAM19
ENSG00000152595	-0.00512	0.9986957	MEPE
ENSG00000063854	-0.0773	0.8346736	HAGH
ENSG00000149124	0.00842666666667	1.0	GLYAT
ENSG00000197430	0.154	0.5747405	OPALIN
ENSG00000161265	-0.237	0.3297274	U2AF1L4
ENSG00000166579	-0.10545	0.9031263	NDEL1
ENSG00000251322	0.10055	0.9743308	SHANK3
ENSG00000268430	0.0642	0.9489357	SHANK2
ENSG00000161681	0.164	0.7224659	SHANK1
ENSG00000173261	0.152	0.570785	PLAC8L1
ENSG00000169174	-0.414	0.2347683	PCSK9
ENSG00000125851	-0.028	0.509728	PCSK2
ENSG00000175426	0.0495	0.8967772	PCSK1
ENSG00000140479	0.21235	1.0	PCSK6
ENSG00000160613	0.133	0.7980301	PCSK7
ENSG00000115257	-0.0282	0.9442517	PCSK4
ENSG00000099139	0.445	0.3846878	PCSK5
ENSG00000090316	0.0229	0.9565035	MAEA
ENSG00000165929	-0.106266666667	0.8449265	TC2N
ENSG00000100979	0.414	0.2230515	PLTP
ENSG00000151640	-0.0492	0.9558219	DPYSL4
ENSG00000152217	0.0878	0.9496365	SETBP1
ENSG00000155307	0.026044	1.0	SAMSN1
ENSG00000162391	-0.144	0.7714857	FAM151A
ENSG00000157212	-0.113	0.7260777	PAXIP1
ENSG00000053501	-0.11035	0.9790972	USE1
