ENSG_id	logFC	adj_pval	gene
ENSG00000005249	-0.0189	1.0	PRKAR2B
ENSG00000269639	0.27	1.0	MAGT1
ENSG00000253304	0.794	1.0	TMEM200B
ENSG00000005961	-0.080575	1.0	ITGA2B
ENSG00000204138	-0.07795	1.0	PHACTR4
ENSG00000112137	-0.0144	1.0	PHACTR1
ENSG00000196338	-0.17535	1.0	NLGN3
ENSG00000087495	-0.122	1.0	PHACTR3
ENSG00000112419	0.17504	1.0	PHACTR2
ENSG00000212725	-0.164	1.0	KRTAP2-1
ENSG00000137757	-0.204	1.0	CASP5
ENSG00000164305	0.121	1.0	CASP3
ENSG00000062716	0.517	1.0	VMP1
ENSG00000174738	0.2425	1.0	NR1D2
ENSG00000060491	0.067875	1.0	OGFR
ENSG00000117425	-0.174	1.0	PTCH2
ENSG00000185920	-0.13982	1.0	PTCH1
ENSG00000104980	-0.1165	1.0	TIMM44
ENSG00000151164	0.1153	1.0	RAD9B
ENSG00000172613	-0.177	1.0	RAD9A
ENSG00000087502	0.21575	1.0	ERGIC2
ENSG00000125991	-0.0695333333333	1.0	ERGIC3
ENSG00000113719	0.3135	1.0	ERGIC1
ENSG00000149541	0.10185	1.0	B3GAT3
ENSG00000112309	-0.0649	1.0	B3GAT2
ENSG00000109956	-0.259	1.0	B3GAT1
ENSG00000197557	0.148	1.0	TTC30A
ENSG00000196659	0.3085	1.0	TTC30B
ENSG00000133104	0.0465	1.0	SPG20
ENSG00000073605	-0.179333333333	1.0	GSDMB
ENSG00000147697	-0.201	1.0	GSDMC
ENSG00000104518	0.0582	1.0	GSDMD
ENSG00000105668	-0.204	1.0	UPK1A
ENSG00000114638	-0.0495	1.0	UPK1B
ENSG00000198010	-0.1136	1.0	DLGAP2
ENSG00000116544	-0.215	1.0	DLGAP3
ENSG00000170579	-0.0454285714286	1.0	DLGAP1
ENSG00000269562	0.231	1.0	DLGAP4
ENSG00000126787	0.162	1.0	DLGAP5
ENSG00000171823	-0.0272333333333	1.0	FBXL14
ENSG00000104147	0.0138	1.0	OIP5
ENSG00000099364	-0.0307	1.0	FBXL19
ENSG00000072135	-0.0355533333333	1.0	PTPN18
ENSG00000163629	-0.1125	1.0	PTPN13
ENSG00000127947	0.484	1.0	PTPN12
ENSG00000179295	0.168423333333	1.0	PTPN11
ENSG00000152104	0.2898125	1.0	PTPN14
ENSG00000145220	0.1585	1.0	LYAR
ENSG00000159239	-0.202	1.0	C2orf81
ENSG00000188674	0.0723	1.0	C2orf80
ENSG00000042304	-0.0681	1.0	C2orf83
ENSG00000182600	-0.2547	1.0	C2orf82
ENSG00000187699	-0.0255	1.0	C2orf88
ENSG00000007255	-0.405	1.0	TRAPPC6A
ENSG00000170476	-0.04495	1.0	MZB1
ENSG00000182400	0.0656	1.0	TRAPPC6B
ENSG00000231286	-0.1691	1.0	HLA-DQB1
ENSG00000263639	-0.0994	1.0	MSMB
ENSG00000228254	-0.264	1.0	HLA-DQB2
ENSG00000179772	0.0299	1.0	FOXS1
ENSG00000187664	-0.368	1.0	HAPLN4
ENSG00000110931	-0.026675	1.0	CAMKK2
ENSG00000004660	-0.242075	1.0	CAMKK1
ENSG00000165502	-0.149	1.0	RPL36AL
ENSG00000147457	-0.0352	1.0	CHMP7
ENSG00000176108	0.272	1.0	CHMP6
ENSG00000086065	0.10765	1.0	CHMP5
ENSG00000228250	-0.0564	1.0	LY6G6C
ENSG00000106031	0.0121666666667	1.0	HOXA13
ENSG00000235769	-0.273	1.0	LY6G6E
ENSG00000005073	0.0015	1.0	HOXA11
ENSG00000253293	-0.1186	1.0	HOXA10
ENSG00000106648	-0.196	1.0	GALNTL5
ENSG00000174473	-0.214	1.0	GALNTL6
ENSG00000182591	-0.172	1.0	KRTAP11-1
ENSG00000139372	-0.156	1.0	TDG
ENSG00000189159	-0.09555	1.0	HN1
ENSG00000167210	-0.18	1.0	LOXHD1
ENSG00000175489	-0.0901	1.0	LRRC25
ENSG00000162522	0.41	1.0	KIAA1522
ENSG00000129255	-0.3555	1.0	MPDU1
ENSG00000172731	0.0252	1.0	LRRC20
ENSG00000125122	-0.116	1.0	LRRC29
ENSG00000168904	-0.23775	1.0	LRRC28
ENSG00000176928	-0.00928	1.0	GCNT4
ENSG00000124091	-0.01995	1.0	GCNT7
ENSG00000187210	0.15545	1.0	GCNT1
ENSG00000140297	-0.0215	1.0	GCNT3
ENSG00000111846	0.289	1.0	GCNT2
ENSG00000176454	0.1324	1.0	LPCAT4
ENSG00000087253	0.0063	1.0	LPCAT2
ENSG00000268829	0.1821	1.0	LPCAT3
ENSG00000153395	0.289	1.0	LPCAT1
ENSG00000149591	0.0416666666667	1.0	TAGLN
ENSG00000166960	0.0478	1.0	CCDC178
ENSG00000164975	0.13245	1.0	SNAPC3
ENSG00000163283	-0.318	1.0	ALPP
ENSG00000120262	-0.0511	1.0	CCDC170
ENSG00000164989	-0.0345042857143	1.0	CCDC171
ENSG00000182645	-0.209	1.0	CCDC172
ENSG00000154479	-0.302	1.0	CCDC173
ENSG00000154781	-0.0364666666667	1.0	CCDC174
ENSG00000267909	-0.163	1.0	CCDC177
ENSG00000152256	0.186333333333	1.0	PDK1
ENSG00000067992	0.3461	1.0	PDK3
ENSG00000005882	-0.2035	1.0	PDK2
ENSG00000268394	0.0266	1.0	EBP
ENSG00000004799	0.0373333333333	1.0	PDK4
ENSG00000113441	0.0894	1.0	LNPEP
ENSG00000163295	0.0485	1.0	ALPI
ENSG00000058262	0.3505	1.0	SEC61A1
ENSG00000065665	0.130366666667	1.0	SEC61A2
ENSG00000162551	0.1609	1.0	ALPL
ENSG00000115425	0.0989	1.0	PECR
ENSG00000231171	-0.39	1.0	LINC01098
ENSG00000175197	0.234	1.0	DDIT3
ENSG00000168209	0.129	1.0	DDIT4
ENSG00000232653	0.367	1.0	GOLGA8N
ENSG00000175265	0.414	1.0	GOLGA8A
ENSG00000110536	0.1267	1.0	PTPMT1
ENSG00000226124	-0.07355	1.0	FTCDNL1
ENSG00000182853	-0.1071	1.0	VMO1
ENSG00000165629	-0.0495	1.0	ATP5C1
ENSG00000119655	-0.079	1.0	NPC2
ENSG00000141458	0.0942	1.0	NPC1
ENSG00000181744	-0.118333333333	1.0	C3orf58
ENSG00000118873	0.0422	1.0	RAB3GAP2
ENSG00000180535	0.498	1.0	BHLHA15
ENSG00000115839	-0.0054925	1.0	RAB3GAP1
ENSG00000114529	0.15435	1.0	C3orf52
ENSG00000214324	0.0154	1.0	C3orf56
ENSG00000173402	0.2186	1.0	DAG1
ENSG00000105755	0.0821	1.0	ETHE1
ENSG00000100359	0.0352166666667	1.0	SGSM3
ENSG00000004487	-0.118	1.0	KDM1A
ENSG00000165097	-0.034	1.0	KDM1B
ENSG00000158869	-0.0324	1.0	FCER1G
ENSG00000137707	0.0017	1.0	BTG4
ENSG00000154640	-0.058225	1.0	BTG3
ENSG00000159388	-0.09775	1.0	BTG2
ENSG00000133639	0.273	1.0	BTG1
ENSG00000128039	-0.0970333333333	1.0	SRD5A3
ENSG00000145545	-0.18	1.0	SRD5A1
ENSG00000100083	0.02668	1.0	GGA1
ENSG00000125447	0.0835	1.0	GGA3
ENSG00000103365	-0.029413575	1.0	GGA2
ENSG00000135723	0.19	1.0	FHOD1
ENSG00000134775	0.505	1.0	FHOD3
ENSG00000198835	-0.222	1.0	GJC2
ENSG00000164096	-0.0113666666667	1.0	C4orf3
ENSG00000182963	0.50775	1.0	GJC1
ENSG00000240508	-0.62	1.0	PSMB9
ENSG00000226201	-0.34	1.0	PSMB8
ENSG00000136930	0.21895	1.0	PSMB7
ENSG00000142507	0.00495	1.0	PSMB6
ENSG00000100804	-0.0498	1.0	PSMB5
ENSG00000179933	-0.0864	1.0	C14orf119
ENSG00000108294	-0.12	1.0	PSMB3
ENSG00000126067	0.0227	1.0	PSMB2
ENSG00000008018	0.0142666666667	1.0	PSMB1
ENSG00000139636	0.0971	1.0	LMBR1L
ENSG00000198862	0.312933333333	1.0	LTN1
ENSG00000179046	-0.434	1.0	TRIML2
ENSG00000148362	-0.0991	1.0	C9orf142
ENSG00000184108	0.135	1.0	TRIML1
ENSG00000148411	0.13895	1.0	NACC2
ENSG00000048707	0.0757	1.0	VPS13D
ENSG00000160877	0.02	1.0	NACC1
ENSG00000197969	0.235666666667	1.0	VPS13A
ENSG00000147010	-0.0559	1.0	SH3KBP1
ENSG00000129003	0.31955	1.0	VPS13C
ENSG00000132549	0.00965	1.0	VPS13B
ENSG00000269503	-0.053	1.0	BEX5
ENSG00000102409	-0.026	1.0	BEX4
ENSG00000133134	0.278	1.0	BEX2
ENSG00000133169	-0.293	1.0	BEX1
ENSG00000130748	0.0103	1.0	TMEM160
ENSG00000152128	-0.0873	1.0	TMEM163
ENSG00000134851	0.0197666666667	1.0	TMEM165
ENSG00000126860	0.423	1.0	EVI2A
ENSG00000146802	-0.05765	1.0	TMEM168
ENSG00000185862	0.846	1.0	EVI2B
ENSG00000264253	-0.02205	1.0	FOXN1
ENSG00000170802	0.03755	1.0	FOXN2
ENSG00000053254	-0.1915	1.0	FOXN3
ENSG00000145029	0.352	1.0	NICN1
ENSG00000187955	-0.040175	1.0	COL14A1
ENSG00000230705	0.054	1.0	TAP1
ENSG00000237599	-0.11525	1.0	TAP2
ENSG00000065609	-0.17	1.0	SNAP91
ENSG00000211450	-0.0141	1.0	C11orf31
ENSG00000172264	-0.0093	1.0	MACROD2
ENSG00000133315	0.07	1.0	MACROD1
ENSG00000183291	-0.0292	1.0	SEP15
ENSG00000111615	0.128766666667	1.0	KRR1
ENSG00000129195	-0.0292	1.0	FAM64A
ENSG00000115808	0.05332	1.0	STRN
ENSG00000188343	0.206666666667	1.0	FAM92A1
ENSG00000171772	-0.0585	1.0	SYCE1
ENSG00000255394	0.0231	1.0	C8orf49
ENSG00000164743	0.0481	1.0	C8orf48
ENSG00000169085	-0.0656666666667	1.0	C8orf46
ENSG00000213865	0.0259	1.0	C8orf44
ENSG00000115129	-0.122	1.0	TP53I3
ENSG00000198125	-0.0484	1.0	MB
ENSG00000187714	0.0285	1.0	SLC18A3
ENSG00000165646	0.0919	1.0	SLC18A2
ENSG00000036565	-0.173	1.0	SLC18A1
ENSG00000017797	-0.0660333333333	1.0	RALBP1
ENSG00000124203	-0.10755	1.0	ZNF831
ENSG00000198783	0.07465	1.0	ZNF830
ENSG00000127903	-0.253	1.0	ZNF835
ENSG00000152475	-0.3325	1.0	ZNF837
ENSG00000196267	0.17655	1.0	ZNF836
ENSG00000022976	0.1023	1.0	ZNF839
ENSG00000121931	-0.326	1.0	LRIF1
ENSG00000176853	0.0837	1.0	FAM91A1
ENSG00000175600	-0.178	1.0	SUGCT
ENSG00000137449	0.136433333333	1.0	CPEB2
ENSG00000042813	0.11	1.0	ZPBP
ENSG00000258992	0.0021	1.0	TSPY1
ENSG00000134594	-0.313	1.0	RAB33A
ENSG00000101194	-0.0313666666667	1.0	SLC17A9
ENSG00000172007	0.127	1.0	RAB33B
ENSG00000146039	-0.0035	1.0	SLC17A4
ENSG00000119899	0.04055	1.0	SLC17A5
ENSG00000091664	-0.0141	1.0	SLC17A6
ENSG00000104888	0.0165	1.0	SLC17A7
ENSG00000124568	-0.0490333333333	1.0	SLC17A1
ENSG00000112337	-0.315	1.0	SLC17A2
ENSG00000124564	-0.175	1.0	SLC17A3
ENSG00000140688	-0.197	1.0	C16orf58
ENSG00000162062	-0.195	1.0	C16orf59
ENSG00000185716	-0.221	1.0	C16orf52
ENSG00000185905	-0.139	1.0	C16orf54
ENSG00000078747	0.0617666666667	1.0	ITCH
ENSG00000101421	0.245	1.0	CHMP4B
ENSG00000164695	0.00387	1.0	CHMP4C
ENSG00000082438	0.153948	1.0	COBLL1
ENSG00000184497	-0.309	1.0	TMEM255B
ENSG00000268760	-0.149	1.0	TMEM255A
ENSG00000166444	0.342	1.0	ST5
ENSG00000131845	0.198	1.0	ZNF304
ENSG00000256762	-0.179	1.0	STH
ENSG00000089335	0.0419	1.0	ZNF302
ENSG00000145908	-0.175	1.0	ZNF300
ENSG00000101846	0.179175	1.0	STS
ENSG00000159184	0.03315	1.0	HOXB13
ENSG00000122970	0.0895	1.0	IFT81
ENSG00000138814	0.292	1.0	PPP3CA
ENSG00000107758	-0.005565	1.0	PPP3CB
ENSG00000120910	-0.035	1.0	PPP3CC
ENSG00000128342	0.502	1.0	LIF
ENSG00000186566	0.16765	1.0	GPATCH8
ENSG00000032742	-0.0518	1.0	IFT88
ENSG00000160818	0.0647	1.0	GPATCH4
ENSG00000063177	-0.10901	1.0	RPL18
ENSG00000150594	-0.0943	1.0	ADRA2A
ENSG00000222040	-0.293	1.0	ADRA2B
ENSG00000184160	0.0828	1.0	ADRA2C
ENSG00000175664	0.0973	1.0	TEX26
ENSG00000270616	-0.186	1.0	TEX22
ENSG00000185254	-0.0642	1.0	TEX28
ENSG00000153495	-0.206	1.0	TEX29
ENSG00000149043	0.0341	1.0	SYT8
ENSG00000109919	-0.1895	1.0	MTCH2
ENSG00000143858	-0.239	1.0	SYT2
ENSG00000213023	0.112	1.0	SYT3
ENSG00000132872	-0.127	1.0	SYT4
ENSG00000129990	-0.07345	1.0	SYT5
ENSG00000134207	-0.284	1.0	SYT6
ENSG00000011347	-0.12784	1.0	SYT7
ENSG00000151923	-0.0856	1.0	TIAL1
ENSG00000107164	0.17645	1.0	FUBP3
ENSG00000162613	0.039075	1.0	FUBP1
ENSG00000019169	-0.186	1.0	MARCO
ENSG00000164105	0.0452	1.0	SAP30
ENSG00000158747	0.236	1.0	NBL1
ENSG00000157856	-0.00409	1.0	DRC1
ENSG00000203724	-0.4375	1.0	C1orf53
ENSG00000162642	-0.1726	1.0	C1orf52
ENSG00000164008	0.108	1.0	C1orf50
ENSG00000143443	0.0289666666667	1.0	C1orf56
ENSG00000266177	-0.00736	1.0	C1orf54
ENSG00000186205	-0.176	1.0	MARC1
ENSG00000117791	0.175666666667	1.0	MARC2
ENSG00000166311	0.0321375	1.0	SMPD1
ENSG00000103056	-0.18215	1.0	SMPD3
ENSG00000135587	0.443	1.0	SMPD2
ENSG00000136492	-0.064915	1.0	BRIP1
ENSG00000128655	-0.017185	1.0	PDE11A
ENSG00000100154	0.056	1.0	TTC28
ENSG00000137473	-0.0578	1.0	TTC29
ENSG00000260703	0.0113	1.0	TTC25
ENSG00000105948	0.2885	1.0	TTC26
ENSG00000018699	0.006905	1.0	TTC27
ENSG00000229474	0.132	1.0	PATL2
ENSG00000006555	-0.032695	1.0	TTC22
ENSG00000269714	-0.123025	1.0	TTC23
ENSG00000074800	0.07108	1.0	ENO1
ENSG00000185149	-0.08478	1.0	NPY2R
ENSG00000108515	0.0145	1.0	ENO3
ENSG00000197766	-0.092	1.0	CFD
ENSG00000154358	0.0696666666667	1.0	OBSCN
ENSG00000143384	0.509883333333	1.0	MCL1
ENSG00000095637	-0.10472	1.0	SORBS1
ENSG00000120896	-0.2045	1.0	SORBS3
ENSG00000154556	0.0214	1.0	SORBS2
ENSG00000115607	-0.203	1.0	IL18RAP
ENSG00000163508	-0.207	1.0	EOMES
ENSG00000134452	-0.10945	1.0	FBXO18
ENSG00000119321	0.070085	1.0	FKBP15
ENSG00000198833	0.155216666667	1.0	UBE2J1
ENSG00000141756	0.158	1.0	FKBP10
ENSG00000134285	0.0881666666667	1.0	FKBP11
ENSG00000147912	-0.052725	1.0	FBXO10
ENSG00000138081	-0.0210333333333	1.0	FBXO11
ENSG00000214050	0.0512	1.0	FBXO16
ENSG00000269190	-0.0825	1.0	FBXO17
ENSG00000141665	-0.0501	1.0	FBXO15
ENSG00000229415	-0.187	1.0	SFTA3
ENSG00000224246	0.0986	1.0	SFTA2
ENSG00000070729	0.108933333333	1.0	CNGB1
ENSG00000170289	0.1612	1.0	CNGB3
ENSG00000029363	0.0961833333333	1.0	BCLAF1
ENSG00000184381	-0.102333333333	1.0	PLA2G6
ENSG00000146070	-0.0375	1.0	PLA2G7
ENSG00000127472	-0.0709333333333	1.0	PLA2G5
ENSG00000100078	0.13	1.0	PLA2G3
ENSG00000183208	-0.1	1.0	GDPGP1
ENSG00000120647	-0.2	1.0	CCDC77
ENSG00000221880	-0.15645	1.0	KRTAP1-3
ENSG00000221852	-0.317	1.0	KRTAP1-5
ENSG00000123171	0.0211	1.0	CCDC70
ENSG00000177352	-0.0864	1.0	CCDC71
ENSG00000162004	-0.207	1.0	CCDC78
ENSG00000165678	0.00456666666667	1.0	GHITM
ENSG00000204414	0.0608	1.0	CSHL1
ENSG00000119782	0.0773	1.0	FKBP1B
ENSG00000212916	-0.00413	1.0	MAP10
ENSG00000115446	0.206	1.0	UNC50
ENSG00000101198	-0.11585	1.0	NKAIN4
ENSG00000185942	0.178	1.0	NKAIN3
ENSG00000188580	-0.1415	1.0	NKAIN2
ENSG00000084628	-0.359	1.0	NKAIN1
ENSG00000166963	-0.0727	1.0	MAP1A
ENSG00000131711	0.3051	1.0	MAP1B
ENSG00000080854	-0.05147	1.0	IGSF9B
ENSG00000107731	-0.124133333333	1.0	UNC5B
ENSG00000182168	-0.07196	1.0	UNC5C
ENSG00000128564	-0.357	1.0	VGF
ENSG00000113763	-0.083505	1.0	UNC5A
ENSG00000156687	-0.206	1.0	UNC5D
ENSG00000130479	0.0938	1.0	MAP1S
ENSG00000103540	0.14465	1.0	CCP110
ENSG00000269820	0.0155	1.0	SAGE1
ENSG00000184524	-0.162	1.0	CEND1
ENSG00000092931	0.13315	1.0	MFSD11
ENSG00000184860	-0.1479	1.0	SDR42E1
ENSG00000179477	-0.113	1.0	ALOX12B
ENSG00000088367	-0.017425	1.0	EPB41L1
ENSG00000138621	0.248	1.0	PPCDC
ENSG00000082397	-0.0098	1.0	EPB41L3
ENSG00000079819	-0.061075	1.0	EPB41L2
ENSG00000115109	0.10455	1.0	EPB41L5
ENSG00000111058	-0.08515	1.0	ACSS3
ENSG00000131069	-0.023	1.0	ACSS2
ENSG00000154930	-0.20052	1.0	ACSS1
ENSG00000134313	0.168752	1.0	KIDINS220
ENSG00000163710	-0.389	1.0	PCOLCE2
ENSG00000105928	0.169	1.0	DFNA5
ENSG00000187601	-0.137	1.0	MAGEH1
ENSG00000105989	-0.0798	1.0	WNT2
ENSG00000125084	-0.122	1.0	WNT1
ENSG00000125872	0.02465	1.0	LRRN4
ENSG00000172482	0.0481333333333	1.0	AGXT
ENSG00000115596	-0.188125	1.0	WNT6
ENSG00000162552	-0.101333333333	1.0	WNT4
ENSG00000145428	-0.0752	1.0	RNF175
ENSG00000120925	-0.0969666666667	1.0	RNF170
ENSG00000132646	-0.0581	1.0	PCNA
ENSG00000178951	0.0930166666667	1.0	ZBTB7A
ENSG00000184828	-0.1084	1.0	ZBTB7C
ENSG00000160685	-0.06835	1.0	ZBTB7B
ENSG00000081154	0.363666666667	1.0	PCNP
ENSG00000160299	0.035935	1.0	PCNT
ENSG00000107984	0.727	1.0	DKK1
ENSG00000183878	-0.0823333333333	1.0	UTY
ENSG00000112530	-0.0719333333333	1.0	PACRG
ENSG00000112667	-0.111183333333	1.0	DNPH1
ENSG00000070010	-0.0339	1.0	UFD1L
ENSG00000129351	0.0491	1.0	ILF3
ENSG00000143621	0.103	1.0	ILF2
ENSG00000144857	-0.338666666667	1.0	BOC
ENSG00000175984	-0.379	1.0	DENND2C
ENSG00000162777	-0.007	1.0	DENND2D
ENSG00000269663	0.193	1.0	GAGE1
ENSG00000131238	0.0583	1.0	PPT1
ENSG00000272881	-0.0157	1.0	RABAC1
ENSG00000109452	0.323575	1.0	INPP4B
ENSG00000040933	0.150183333333	1.0	INPP4A
ENSG00000160633	0.06881	1.0	SAFB
ENSG00000253368	-0.0665	1.0	TRNP1
ENSG00000180424	-0.118	1.0	DEFB123
ENSG00000196422	0.49	1.0	PPP1R26
ENSG00000182676	-0.101	1.0	PPP1R27
ENSG00000162869	0.3415	1.0	PPP1R21
ENSG00000151092	0.0487	1.0	NGLY1
ENSG00000162761	0.0178	1.0	LMX1A
ENSG00000165424	-0.0134	1.0	ZCCHC24
ENSG00000136944	-0.175	1.0	LMX1B
ENSG00000118432	0.033725	1.0	CNR1
ENSG00000168505	-0.161	1.0	GBX2
ENSG00000164900	0.0134	1.0	GBX1
ENSG00000188822	-0.298	1.0	CNR2
ENSG00000130119	0.118625	1.0	GNL3L
ENSG00000029725	-0.15726	1.0	RABEP1
ENSG00000137574	0.00526666666667	1.0	TGS1
ENSG00000185046	-0.15302	1.0	ANKS1B
ENSG00000064999	-0.0213	1.0	ANKS1A
ENSG00000123562	0.159866666667	1.0	MORF4L2
ENSG00000137845	-0.0042	1.0	ADAM10
ENSG00000073670	0.0687	1.0	ADAM11
ENSG00000148848	0.27072	1.0	ADAM12
ENSG00000143537	-0.02475	1.0	ADAM15
ENSG00000151694	0.00843333333333	1.0	ADAM17
ENSG00000168619	-0.15315	1.0	ADAM18
ENSG00000135074	0.1305	1.0	ADAM19
ENSG00000152595	0.0996	1.0	MEPE
ENSG00000063854	-0.113	1.0	HAGH
ENSG00000149124	-0.0525433333333	1.0	GLYAT
ENSG00000197430	-0.0279	1.0	OPALIN
ENSG00000161265	-0.145	1.0	U2AF1L4
ENSG00000166579	0.1542	1.0	NDEL1
ENSG00000251322	0.0035	1.0	SHANK3
ENSG00000268430	-0.100333333333	1.0	SHANK2
ENSG00000161681	-0.273	1.0	SHANK1
ENSG00000173261	-0.754	1.0	PLAC8L1
ENSG00000169174	0.241	1.0	PCSK9
ENSG00000125851	0.0953	1.0	PCSK2
ENSG00000175426	0.0783	1.0	PCSK1
ENSG00000140479	0.0911125	1.0	PCSK6
ENSG00000160613	0.0477	1.0	PCSK7
ENSG00000115257	0.143	1.0	PCSK4
ENSG00000099139	0.0436666666667	1.0	PCSK5
ENSG00000185404	0.0105333333333	1.0	SP140L
ENSG00000165929	0.300633333333	1.0	TC2N
ENSG00000100979	-0.143	1.0	PLTP
ENSG00000262176	-0.12515	1.0	C11orf1
ENSG00000152217	0.0865	1.0	SETBP1
ENSG00000155307	-0.0400666666667	1.0	SAMSN1
ENSG00000162391	-0.38	1.0	FAM151A
ENSG00000157212	0.00463	1.0	PAXIP1
ENSG00000053501	-0.06376	1.0	USE1
ENSG00000119865	-0.286	1.0	CNRIP1
ENSG00000099804	-0.139235	1.0	CDC34
ENSG00000105401	0.145	1.0	CDC37
ENSG00000147059	0.0205	1.0	SPIN2A
ENSG00000130313	-0.16485	1.0	PGLS
ENSG00000059145	-0.265333333333	1.0	UNKL
ENSG00000145386	-0.08535	1.0	CCNA2
ENSG00000147202	0.0983	1.0	DIAPH2
ENSG00000133101	0.747	1.0	CCNA1
ENSG00000158560	-0.215	1.0	DYNC1I1
ENSG00000160948	-0.156	1.0	VPS28
ENSG00000111237	-0.255	1.0	VPS29
ENSG00000262634	0.0489	1.0	SKA1
ENSG00000165480	-0.117	1.0	SKA3
ENSG00000182628	-0.0849	1.0	SKA2
ENSG00000198663	-0.03238	1.0	C6orf89
ENSG00000088808	0.36	1.0	PPP1R13B
ENSG00000104881	0.4	1.0	PPP1R13L
ENSG00000135925	-0.3755	1.0	WNT10A
ENSG00000169884	0.0357	1.0	WNT10B
ENSG00000131096	-0.12	1.0	PYY
ENSG00000163762	-0.0039	1.0	TM4SF18
ENSG00000091136	0.292	1.0	LAMB1
ENSG00000196878	0.83	1.0	LAMB3
ENSG00000172037	0.296	1.0	LAMB2
ENSG00000269395	-0.2165	1.0	ATP7A
ENSG00000091128	-0.0570333333333	1.0	LAMB4
ENSG00000123191	0.19353	1.0	ATP7B
ENSG00000051825	0.1484	1.0	MPHOSPH9
ENSG00000196199	0.142275	1.0	MPHOSPH8
ENSG00000135698	-0.28	1.0	MPHOSPH6
ENSG00000148219	-0.108933333333	1.0	ASTN2
ENSG00000152092	-0.0334	1.0	ASTN1
ENSG00000172426	0.0384	1.0	RSPH9
ENSG00000174197	0.01516	1.0	MGA
ENSG00000111341	-0.165	1.0	MGP
ENSG00000125430	-0.0906333333333	1.0	HS3ST3B1
