ENSG_id	logFC	adj_pval	gene
ENSG00000111339	0.04905	0.91727	ART4
ENSG00000109943	0.0855	0.83815	CRTAM
ENSG00000081803	0.12	0.78485	CADPS2
ENSG00000117000	0.265	0.74359	RLF
ENSG00000170275	0.12072	0.85549	CRTAP
ENSG00000113742	0.14075	0.75826	CPEB4
ENSG00000214575	0.05715	0.98806	CPEB1
ENSG00000107864	0.02909	0.98878	CPEB3
ENSG00000137449	0.3697	0.95092	CPEB2
ENSG00000068784	0.144	0.85922	SRBD1
ENSG00000183044	-0.327033333333	0.94649	ABAT
ENSG00000212993	0.174	0.74359	POU5F1B
ENSG00000165462	-0.0405	0.92392	PHOX2A
ENSG00000109132	0.0996	0.83041	PHOX2B
ENSG00000110375	-0.0332	0.94813	UPK2
ENSG00000000971	-0.33	0.78408	CFH
ENSG00000205403	0.3335	0.85207	CFI
ENSG00000185722	0.1994	0.9325	ANKFY1
ENSG00000243570	0.32795	0.93663	CFB
ENSG00000126759	0.0167	0.96747	CFP
ENSG00000094914	0.409	0.74359	AAAS
ENSG00000072858	0.0631	0.88035	SIDT1
ENSG00000149577	-0.224	0.77733	SIDT2
ENSG00000103591	-0.0933333333333	0.92593	AAGAB
ENSG00000154274	0.1956	0.80019	C4orf19
ENSG00000138813	-0.0499	0.92586	C4orf17
ENSG00000164163	0.2865	0.81456	ABCE1
ENSG00000152926	0.01075	0.95921	ZNF117
ENSG00000178150	-0.072605	0.99414	ZNF114
ENSG00000062370	0.0191	0.97992	ZNF112
ENSG00000100095	0.0951183333333	0.97978	SEZ6L
ENSG00000114302	0.16436	0.95705	PRKAR2A
ENSG00000005249	0.184	0.82596	PRKAR2B
ENSG00000269639	0.1409	0.88318	MAGT1
ENSG00000125910	0.143	0.74846	S1PR4
ENSG00000005961	0.0573	0.90904	ITGA2B
ENSG00000204138	0.67	0.74359	PHACTR4
ENSG00000169992	0.0510666666667	0.89306	NLGN2
ENSG00000196338	0.0055	0.84562	NLGN3
ENSG00000087495	0.0115	0.98018	PHACTR3
ENSG00000112419	0.005494	0.99755	PHACTR2
ENSG00000212725	-0.02	0.95385	KRTAP2-1
ENSG00000164305	0.491	0.74359	CASP3
ENSG00000062716	0.0903	0.95552	VMP1
ENSG00000174738	0.01547	0.99564	NR1D2
ENSG00000060491	0.34725	0.76201	OGFR
ENSG00000117425	0.0538	0.88561	PTCH2
ENSG00000185920	0.092632	0.99705	PTCH1
ENSG00000104980	0.241	0.76319	TIMM44
ENSG00000151164	0.07515	0.92703	RAD9B
ENSG00000172613	0.423	0.75381	RAD9A
ENSG00000087502	0.03226	0.99614	ERGIC2
ENSG00000125991	0.0259333333333	0.82006	ERGIC3
ENSG00000113719	-0.10695	0.79101	ERGIC1
ENSG00000149541	-0.363	0.77879	B3GAT3
ENSG00000112309	-0.0267	0.88225	B3GAT2
ENSG00000109956	0.0157	0.98529	B3GAT1
ENSG00000197557	0.0666	0.91378	TTC30A
ENSG00000196659	0.19645	0.9901	TTC30B
ENSG00000133104	0.0975	0.74458	SPG20
ENSG00000073605	0.0916333333333	0.97495	GSDMB
ENSG00000147697	0.0956	0.87785	GSDMC
ENSG00000104518	0.49	0.74359	GSDMD
ENSG00000105668	-0.252	0.74359	UPK1A
ENSG00000114638	-0.04325	0.99621	UPK1B
ENSG00000198010	-0.0077015	0.99834	DLGAP2
ENSG00000116544	0.188	0.75347	DLGAP3
ENSG00000170579	0.0931714285714	0.89371	DLGAP1
ENSG00000269562	0.0178166666667	0.93537	DLGAP4
ENSG00000126787	1.16	0.74359	DLGAP5
ENSG00000111012	-0.204	0.74359	CYP27B1
ENSG00000104147	0.998	0.74359	OIP5
ENSG00000099364	0.187	0.74359	FBXL19
ENSG00000072135	0.0930666666667	0.79915	PTPN18
ENSG00000163629	0.24	0.79056	PTPN13
ENSG00000127947	0.209	0.83962	PTPN12
ENSG00000179295	-0.245066666667	0.92799	PTPN11
ENSG00000152104	0.36625	0.79783	PTPN14
ENSG00000145220	0.245	0.79531	LYAR
ENSG00000159239	-0.00867	0.98512	C2orf81
ENSG00000188674	0.0027	0.99407	C2orf80
ENSG00000143006	0.172	0.75384	DMRTB1
ENSG00000182600	0.1419	0.87041	C2orf82
ENSG00000187699	-0.193	0.80794	C2orf88
ENSG00000170312	0.68775	0.84644	CDK1
ENSG00000170476	-0.05899025	0.99999	MZB1
ENSG00000182400	0.254	0.74359	TRAPPC6B
ENSG00000231286	-0.0628166666667	0.99602	HLA-DQB1
ENSG00000263639	-0.0228	0.95757	MSMB
ENSG00000228254	0.0154	0.97075	HLA-DQB2
ENSG00000179772	0.00812	0.98696	FOXS1
ENSG00000187664	0.000566	0.99887	HAPLN4
ENSG00000110931	0.125725	0.8995	CAMKK2
ENSG00000004660	-0.0548	0.88742	CAMKK1
ENSG00000165502	0.295	0.74359	RPL36AL
ENSG00000147457	0.0685	0.89483	CHMP7
ENSG00000176108	0.375	0.74359	CHMP6
ENSG00000086065	0.12205	0.96351	CHMP5
ENSG00000228250	0.238	0.74359	LY6G6C
ENSG00000106031	0.104	0.77875	HOXA13
ENSG00000235769	-0.143	0.78388	LY6G6E
ENSG00000005073	0.376	0.89633	HOXA11
ENSG00000253293	0.2778	0.83534	HOXA10
ENSG00000106648	-0.121	0.74896	GALNTL5
ENSG00000174473	-0.112	0.75658	GALNTL6
ENSG00000182591	0.409	0.74359	KRTAP11-1
ENSG00000139372	0.0562	0.93041	TDG
ENSG00000189159	0.439	0.86318	HN1
ENSG00000148814	0.04706	0.99602	LRRC27
ENSG00000163507	0.8395	0.74359	KIAA1524
ENSG00000162522	-0.161	0.75099	KIAA1522
ENSG00000129255	0.18525	0.89644	MPDU1
ENSG00000172731	0.614	0.74359	LRRC20
ENSG00000125122	0.164	0.75044	LRRC29
ENSG00000168904	0.126875	0.82705	LRRC28
ENSG00000176928	-0.00281	0.99613	GCNT4
ENSG00000124091	-0.06956	0.99331	GCNT7
ENSG00000187210	0.408	0.92679	GCNT1
ENSG00000140297	0.0467	0.95425	GCNT3
ENSG00000111846	0.0799	0.95319	GCNT2
ENSG00000176454	0.01694	0.98115	LPCAT4
ENSG00000087253	0.306	0.89907	LPCAT2
ENSG00000268829	0.4195	0.74359	LPCAT3
ENSG00000153395	0.222	0.83216	LPCAT1
ENSG00000149591	0.399	0.84858	TAGLN
ENSG00000166960	0.43	0.74359	CCDC178
ENSG00000008226	-0.00863333333333	0.89182	DLEC1
ENSG00000163283	-0.0201	0.96178	ALPP
ENSG00000120262	0.128	0.80872	CCDC170
ENSG00000164989	0.0035	0.96914	CCDC171
ENSG00000182645	0.116	0.77289	CCDC172
ENSG00000154479	-0.072	0.86301	CCDC173
ENSG00000154781	0.326166666667	0.9625	CCDC174
ENSG00000267909	0.13	0.74593	CCDC177
ENSG00000152256	-0.0526666666667	0.90151	PDK1
ENSG00000067992	-0.15888	0.9659	PDK3
ENSG00000005882	-0.0065	0.90594	PDK2
ENSG00000268394	0.42375	0.83078	EBP
ENSG00000004799	-0.868733333333	0.93182	PDK4
ENSG00000113441	0.01138	0.99473	LNPEP
ENSG00000163295	-0.023305	0.98252	ALPI
ENSG00000058262	0.2075	0.81405	SEC61A1
ENSG00000065665	0.196666666667	0.85203	SEC61A2
ENSG00000162551	-0.11805	0.8485	ALPL
ENSG00000115425	0.337	0.74359	PECR
ENSG00000231171	0.0867	0.81806	LINC01098
ENSG00000175197	0.139	0.85741	DDIT3
ENSG00000168209	0.114	0.94504	DDIT4
ENSG00000232653	-0.0104	0.98878	GOLGA8N
ENSG00000175265	0.17255	0.86376	GOLGA8A
ENSG00000154928	-0.299	0.89107	EPHB1
ENSG00000110536	0.039165	0.99481	PTPMT1
ENSG00000226124	-0.08905	0.94905	FTCDNL1
ENSG00000182853	-0.0991	0.87289	VMO1
ENSG00000165629	0.308	0.74359	ATP5C1
ENSG00000119655	0.0672	0.88642	NPC2
ENSG00000141458	-0.027	0.80109	NPC1
ENSG00000181744	-0.162166666667	0.83576	C3orf58
ENSG00000118873	-0.0441	0.90209	RAB3GAP2
ENSG00000180535	0.129	0.75034	BHLHA15
ENSG00000115839	0.24225	0.80883	RAB3GAP1
ENSG00000114529	0.38155	0.82296	C3orf52
ENSG00000214324	-0.0902	0.80872	C3orf56
ENSG00000173402	0.4475	0.74359	DAG1
ENSG00000105755	-0.182	0.74359	ETHE1
ENSG00000100359	0.365333333333	0.80698	SGSM3
ENSG00000004487	0.418	0.74359	KDM1A
ENSG00000165097	-0.1285	0.81688	KDM1B
ENSG00000158869	0.144	0.82585	FCER1G
ENSG00000137707	0.03565	0.9524	BTG4
ENSG00000154640	-0.0469	0.80698	BTG3
ENSG00000159388	0.2015	0.79113	BTG2
ENSG00000171243	0.118	0.75552	SOSTDC1
ENSG00000128039	-0.0396333333333	0.92874	SRD5A3
ENSG00000145545	-0.0990333333333	0.95441	SRD5A1
ENSG00000100083	-0.04392	0.9477	GGA1
ENSG00000125447	0.08475	0.88832	GGA3
ENSG00000103365	0.371675	0.89211	GGA2
ENSG00000135723	0.0852	0.86632	FHOD1
ENSG00000134775	0.373	0.84531	FHOD3
ENSG00000198835	-0.128	0.86364	GJC2
ENSG00000164096	-0.276933333333	0.9353	C4orf3
ENSG00000182963	0.399	0.85957	GJC1
ENSG00000240508	0.884	0.74359	PSMB9
ENSG00000226201	0.589	0.74359	PSMB8
ENSG00000136930	0.0877	0.95141	PSMB7
ENSG00000142507	0.429	0.74359	PSMB6
ENSG00000100804	0.499	0.74359	PSMB5
ENSG00000159377	0.0562	0.95838	PSMB4
ENSG00000108294	0.261	0.74359	PSMB3
ENSG00000126067	0.3561	0.97358	PSMB2
ENSG00000008018	0.207333333333	0.74889	PSMB1
ENSG00000139636	-0.0541	0.94327	LMBR1L
ENSG00000198862	0.202	0.7883	LTN1
ENSG00000179046	0.276	0.74359	TRIML2
ENSG00000148362	0.461	0.74359	C9orf142
ENSG00000184108	0.019	0.96476	TRIML1
ENSG00000148411	0.12705	0.93418	NACC2
ENSG00000048707	0.01432	0.85741	VPS13D
ENSG00000160877	0.0553	0.98661	NACC1
ENSG00000197969	0.0775	0.89175	VPS13A
ENSG00000147010	-0.0621333333333	0.97495	SH3KBP1
ENSG00000129003	0.05835	0.90751	VPS13C
ENSG00000132549	-0.043275	0.9811	VPS13B
ENSG00000269503	-0.0113	0.98112	BEX5
ENSG00000102409	-0.195	0.76201	BEX4
ENSG00000133134	-0.323	0.74359	BEX2
ENSG00000133169	-0.831	0.74359	BEX1
ENSG00000130748	0.648	0.74359	TMEM160
ENSG00000152128	-0.1165	0.82983	TMEM163
ENSG00000134851	-0.118416666667	0.85956	TMEM165
ENSG00000126860	0.392	0.74593	EVI2A
ENSG00000146802	0.3711	0.89582	TMEM168
ENSG00000185862	0.57	0.74359	EVI2B
ENSG00000264253	-0.01395	0.9802	FOXN1
ENSG00000170802	0.1015	0.76722	FOXN2
ENSG00000053254	-0.0282375	0.97718	FOXN3
ENSG00000145029	0.636	0.74359	NICN1
ENSG00000187955	-0.0384	0.93207	COL14A1
ENSG00000230705	0.518	0.68101	TAP1
ENSG00000237599	0.36595	0.80568	TAP2
ENSG00000065609	0.145	0.74458	SNAP91
ENSG00000211450	-0.231666666667	0.96648	C11orf31
ENSG00000172264	0.02385	0.98687	MACROD2
ENSG00000133315	-0.12475	0.97904	MACROD1
ENSG00000183291	-0.103	0.84558	SEP15
ENSG00000111615	0.1111	0.94019	KRR1
ENSG00000129195	1.24	0.74359	FAM64A
ENSG00000188343	0.1369	0.95343	FAM92A1
ENSG00000255394	-0.169	0.74359	C8orf49
ENSG00000164743	0.398	0.77981	C8orf48
ENSG00000169085	0.364333333333	0.8539	C8orf46
ENSG00000213865	0.0925	0.85496	C8orf44
ENSG00000115129	0.139	0.83471	TP53I3
ENSG00000198125	0.153	0.76689	MB
ENSG00000187714	0.248	0.74359	SLC18A3
ENSG00000165646	0.0539	0.90419	SLC18A2
ENSG00000036565	0.0485	0.91451	SLC18A1
ENSG00000017797	0.215	0.77981	RALBP1
ENSG00000124203	0.01385	0.92478	ZNF831
ENSG00000198783	0.313	0.92817	ZNF830
ENSG00000127903	-0.394	0.74359	ZNF835
ENSG00000152475	-0.008	0.79795	ZNF837
ENSG00000196267	-0.015	0.78583	ZNF836
ENSG00000022976	0.1762	0.94866	ZNF839
ENSG00000121931	0.488	0.74359	LRIF1
ENSG00000164902	0.147233333333	0.93164	PHAX
ENSG00000175600	0.129	0.90693	SUGCT
ENSG00000164764	-0.112233333333	0.9859	SBSPON
ENSG00000042813	-0.0672	0.83367	ZPBP
ENSG00000258992	-0.2305	0.79664	TSPY1
ENSG00000134594	0.155	0.79412	RAB33A
ENSG00000101194	0.390666666667	0.83941	SLC17A9
ENSG00000172007	-0.202	0.76319	RAB33B
ENSG00000146039	0.0868	0.89015	SLC17A4
ENSG00000119899	0.001	0.87383	SLC17A5
ENSG00000091664	-0.0483	0.89371	SLC17A6
ENSG00000104888	-0.13405	0.93102	SLC17A7
ENSG00000124568	0.0461	0.80227	SLC17A1
ENSG00000112337	-0.0121	0.97324	SLC17A2
ENSG00000124564	-0.0805	0.81414	SLC17A3
ENSG00000140688	-0.0110666666667	0.90485	C16orf58
ENSG00000162062	0.356	0.7637	C16orf59
ENSG00000185716	0.371	0.74359	C16orf52
ENSG00000078747	0.173666666667	0.9426	ITCH
ENSG00000101421	0.166	0.89562	CHMP4B
ENSG00000164695	0.442	0.74359	CHMP4C
ENSG00000082438	0.6388	0.74359	COBLL1
ENSG00000184497	-0.199	0.79912	TMEM255B
ENSG00000268760	0.00774	0.98506	TMEM255A
ENSG00000166444	0.349	0.74359	ST5
ENSG00000184584	0.5555	0.74359	TMEM173
ENSG00000131845	0.547	0.74359	ZNF304
ENSG00000256762	0.143	0.75887	STH
ENSG00000089335	-0.0640033333333	0.98948	ZNF302
ENSG00000145908	0.518	0.74359	ZNF300
ENSG00000101846	0.31145	0.90332	STS
ENSG00000159184	0.1034	0.98426	HOXB13
ENSG00000122970	0.2745	0.75906	IFT81
ENSG00000138814	0.0311	0.88271	PPP3CA
ENSG00000107758	0.10395	0.9477	PPP3CB
ENSG00000120910	0.09236	0.82284	PPP3CC
ENSG00000128342	0.114	0.9124	LIF
ENSG00000186566	0.0993	0.85237	GPATCH8
ENSG00000063177	0.156633333333	0.99393	RPL18
ENSG00000150594	-0.17	0.77706	ADRA2A
ENSG00000222040	0.0775	0.87861	ADRA2B
ENSG00000198746	0.252	0.76319	GPATCH3
ENSG00000175664	0.109	0.79806	TEX26
ENSG00000270616	0.234	0.76246	TEX22
ENSG00000185254	0.00588	0.99393	TEX28
ENSG00000153495	-0.182	0.74359	TEX29
ENSG00000149043	0.0358	0.95609	SYT8
ENSG00000170743	-0.029395	0.99738	SYT9
ENSG00000109919	0.08115	0.97631	MTCH2
ENSG00000067715	0.728	0.82601	SYT1
ENSG00000143858	0.111	0.85258	SYT2
ENSG00000213023	-0.0657	0.84421	SYT3
ENSG00000132872	0.0995	0.82306	SYT4
ENSG00000129990	-0.04235	0.93728	SYT5
ENSG00000134207	-0.176	0.76434	SYT6
ENSG00000011347	-0.028994	0.99564	SYT7
ENSG00000151923	0.0654	0.98145	TIAL1
ENSG00000107164	0.06265	0.99393	FUBP3
ENSG00000162613	0.37475	0.74782	FUBP1
ENSG00000019169	0.35	0.74359	MARCO
ENSG00000164105	0.427	0.97448	SAP30
ENSG00000158747	-0.604	0.74359	NBL1
ENSG00000157856	0.0944	0.8237	DRC1
ENSG00000203724	0.22455	0.87398	C1orf53
ENSG00000162642	-0.00855	0.90255	C1orf52
ENSG00000164008	-0.0498	0.87325	C1orf50
ENSG00000143443	-0.0234333333333	0.92328	C1orf56
ENSG00000266177	-0.499	0.74359	C1orf54
ENSG00000186205	0.00657	0.99485	MARC1
ENSG00000117791	0.149333333333	0.80472	MARC2
ENSG00000166311	-0.001325	0.95441	SMPD1
ENSG00000103056	0.1437	0.97031	SMPD3
ENSG00000135587	0.415	0.74359	SMPD2
ENSG00000136492	0.684	0.76224	BRIP1
ENSG00000128655	0.0159	0.88661	PDE11A
ENSG00000100154	0.0771	0.94224	TTC28
ENSG00000137473	-0.334	0.85934	TTC29
ENSG00000260703	-0.025	0.95887	TTC25
ENSG00000105948	-0.078125	0.83163	TTC26
ENSG00000018699	0.064	0.84551	TTC27
ENSG00000229474	-0.0428	0.91929	PATL2
ENSG00000006555	0.077625	0.94387	TTC22
ENSG00000166889	0.2958	0.75384	PATL1
ENSG00000074800	0.44625	0.84273	ENO1
ENSG00000269528	-0.521	0.74359	ENO2
ENSG00000108515	0.199	0.74359	ENO3
ENSG00000197766	0.012	0.99217	CFD
ENSG00000154358	0.0771666666667	0.94757	OBSCN
ENSG00000143384	0.179116666667	0.8883	MCL1
ENSG00000095637	-0.0047	0.98509	SORBS1
ENSG00000120896	0.392	0.7504	SORBS3
ENSG00000154556	-0.0204917	0.99926	SORBS2
ENSG00000115758	0.165	0.91341	ODC1
ENSG00000115607	0.242	0.78815	IL18RAP
ENSG00000163508	0.232	0.74359	EOMES
ENSG00000106080	-0.137666666667	0.74359	FKBP14
ENSG00000119321	0.1898	0.92299	FKBP15
ENSG00000198833	0.184538333333	0.98766	UBE2J1
ENSG00000141756	-0.728	0.74359	FKBP10
ENSG00000134285	-0.385666666667	0.74359	FKBP11
ENSG00000147912	0.0176	0.98601	FBXO10
ENSG00000138081	0.0652666666667	0.97448	FBXO11
ENSG00000214050	-0.0513	0.91947	FBXO16
ENSG00000269190	0.0751	0.92817	FBXO17
ENSG00000141665	0.22	0.74359	FBXO15
ENSG00000229415	-0.074	0.80714	SFTA3
ENSG00000224246	-0.0822	0.81225	SFTA2
ENSG00000070729	-0.0305333333333	0.92421	CNGB1
ENSG00000170289	-0.1274	0.86806	CNGB3
ENSG00000029363	0.305333333333	0.80227	BCLAF1
ENSG00000184381	-0.0760333333333	0.93768	PLA2G6
ENSG00000146070	-0.0541	0.87644	PLA2G7
ENSG00000127472	-0.0219	0.96415	PLA2G5
ENSG00000100078	0.0802	0.87503	PLA2G3
ENSG00000183208	-0.154	0.74359	GDPGP1
ENSG00000188581	0.0849	0.90023	KRTAP1-1
ENSG00000221880	-0.07415	0.96821	KRTAP1-3
ENSG00000221852	-0.267	0.74593	KRTAP1-5
ENSG00000123171	0.118	0.75245	CCDC70
ENSG00000177352	0.0498	0.8989	CCDC71
ENSG00000168350	0.162	0.74359	DEGS2
ENSG00000162004	-0.0208	0.96668	CCDC78
ENSG00000165678	0.175966666667	0.92177	GHITM
ENSG00000204414	-0.03272	0.91873	CSHL1
ENSG00000119782	0.15	0.81172	FKBP1B
ENSG00000212916	-0.125	0.75603	MAP10
ENSG00000115446	0.0148	0.97556	UNC50
ENSG00000101198	-0.016875	0.968	NKAIN4
ENSG00000185942	0.182	0.74692	NKAIN3
ENSG00000188580	-0.0433	0.83711	NKAIN2
ENSG00000084628	0.0397	0.89694	NKAIN1
ENSG00000166963	0.0310333333333	0.92608	MAP1A
ENSG00000131711	0.104333333333	0.97653	MAP1B
ENSG00000080854	-0.00475	0.97	IGSF9B
ENSG00000107731	-0.3	0.74359	UNC5B
ENSG00000182168	0.03532	0.93174	UNC5C
ENSG00000128564	-0.0311	0.94467	VGF
ENSG00000113763	0.1209	0.81546	UNC5A
ENSG00000156687	0.255	0.74359	UNC5D
ENSG00000130479	0.113	0.78936	MAP1S
ENSG00000103540	-0.252	0.74359	CCP110
ENSG00000269820	-0.035	0.93663	SAGE1
ENSG00000184524	-0.141	0.88696	CEND1
ENSG00000184860	0.08122	0.98462	SDR42E1
ENSG00000179477	-0.0614	0.89078	ALOX12B
ENSG00000088367	0.141825	0.95844	EPB41L1
ENSG00000138621	0.326	0.74375	PPCDC
ENSG00000082397	0.295333333333	0.80274	EPB41L3
ENSG00000079819	0.279725	0.91193	EPB41L2
ENSG00000115109	0.169925	0.91345	EPB41L5
ENSG00000111058	-0.3963	0.93363	ACSS3
ENSG00000131069	-0.0796	0.90676	ACSS2
ENSG00000154930	0.121728	0.99235	ACSS1
ENSG00000134313	0.07174	0.92955	KIDINS220
ENSG00000163710	-0.0793	0.89371	PCOLCE2
ENSG00000105928	-0.0821	0.86434	DFNA5
ENSG00000187601	-0.196	0.74359	MAGEH1
ENSG00000105989	-0.114	0.84918	WNT2
ENSG00000125084	-0.206	0.76142	WNT1
ENSG00000125872	-0.01995	0.92399	LRRN4
ENSG00000172482	0.0654333333333	0.90042	AGXT
ENSG00000115596	0.0625	0.89306	WNT6
ENSG00000162552	0.0894353333333	0.99836	WNT4
ENSG00000145428	-0.119	0.77831	RNF175
ENSG00000120925	-0.1028	0.85923	RNF170
ENSG00000172456	0.1072	0.9444	FGGY
ENSG00000132646	0.281	0.74593	PCNA
ENSG00000178951	0.196416666667	0.96678	ZBTB7A
ENSG00000184828	-0.09285	0.94759	ZBTB7C
ENSG00000160685	-0.07995	0.96091	ZBTB7B
ENSG00000081154	0.130833333333	0.90229	PCNP
ENSG00000160299	-0.05015	0.94925	PCNT
ENSG00000183878	0.209433333333	0.80227	UTY
ENSG00000112530	-0.0707333333333	0.97657	PACRG
ENSG00000112667	0.113133333333	0.89299	DNPH1
ENSG00000070010	0.28	0.74359	UFD1L
ENSG00000129351	0.688	0.74567	ILF3
ENSG00000143621	0.304	0.74359	ILF2
ENSG00000144857	-0.100333333333	0.74359	BOC
ENSG00000175984	0.2125	0.83525	DENND2C
ENSG00000146966	-0.222933333333	0.8577	DENND2A
ENSG00000162777	0.2505	0.82585	DENND2D
ENSG00000269663	-0.0731	0.816	GAGE1
ENSG00000131238	0.0984	0.76474	PPT1
ENSG00000272881	-0.176	0.74359	RABAC1
ENSG00000109452	-0.0878375	0.99258	INPP4B
ENSG00000147548	0.107814285714	0.99393	WHSC1L1
ENSG00000160633	0.539666666667	0.74359	SAFB
ENSG00000253368	-0.31835	0.99536	TRNP1
ENSG00000196422	0.162	0.781	PPP1R26
ENSG00000182676	0.396	0.74359	PPP1R27
ENSG00000162869	0.09365	0.98082	PPP1R21
ENSG00000151092	0.03455	0.76472	NGLY1
ENSG00000162761	0.0121	0.97495	LMX1A
ENSG00000165424	0.154	0.86917	ZCCHC24
ENSG00000136944	-0.0442	0.92326	LMX1B
ENSG00000172935	0.417	0.78222	MRGPRF
ENSG00000118432	-0.0481	0.88957	CNR1
ENSG00000168505	0.00748	0.99001	GBX2
ENSG00000164900	0.169	0.7689	GBX1
ENSG00000188822	0.141	0.81391	CNR2
ENSG00000130119	0.3923	0.91975	GNL3L
ENSG00000137574	0.226333333333	0.82696	TGS1
ENSG00000185046	-0.021942	0.99752	ANKS1B
ENSG00000064999	0.0632	0.87648	ANKS1A
ENSG00000137845	0.331666666667	0.7522	ADAM10
ENSG00000073670	0.11563	0.98601	ADAM11
ENSG00000148848	0.42332	0.80227	ADAM12
ENSG00000143537	0.20955	0.96331	ADAM15
ENSG00000151694	0.00963333333333	0.94435	ADAM17
ENSG00000168619	-0.00665	0.91848	ADAM18
ENSG00000135074	-0.19015	0.97777	ADAM19
ENSG00000152595	0.199	0.74359	MEPE
ENSG00000063854	0.527	0.74359	HAGH
ENSG00000149124	-0.0971966666667	0.99716	GLYAT
ENSG00000197430	0.174	0.74359	OPALIN
ENSG00000161265	0.392	0.74359	U2AF1L4
ENSG00000166579	0.05595	0.82143	NDEL1
ENSG00000251322	-0.19975	0.97224	SHANK3
ENSG00000268430	0.0130666666667	0.94027	SHANK2
ENSG00000161681	0.151	0.76314	SHANK1
ENSG00000169174	0.228	0.74359	PCSK9
ENSG00000125851	0.0325	0.83244	PCSK2
ENSG00000175426	-0.401	0.74914	PCSK1
ENSG00000140479	0.101425	0.94815	PCSK6
ENSG00000160613	0.1256	0.95553	PCSK7
ENSG00000115257	-0.452	0.74359	PCSK4
ENSG00000099139	-0.151433333333	0.81805	PCSK5
ENSG00000090316	0.0826	0.86227	MAEA
ENSG00000165929	-0.0714	0.97657	TC2N
ENSG00000100979	-0.342	0.78766	PLTP
ENSG00000151640	-0.0231666666667	0.9524	DPYSL4
ENSG00000152217	-0.3875	0.87633	SETBP1
ENSG00000155307	0.0307333333333	0.92541	SAMSN1
ENSG00000162391	0.0522	0.90156	FAM151A
ENSG00000157212	0.0811	0.84489	PAXIP1
ENSG00000053501	0.1755	0.84589	USE1
ENSG00000119865	0.129	0.81546	CNRIP1
ENSG00000099804	0.212	0.78761	CDC34
ENSG00000105401	0.26	0.78012	CDC37
ENSG00000147059	0.138	0.79498	SPIN2A
ENSG00000130313	0.080775	0.81673	PGLS
ENSG00000059145	0.0645	0.8804	UNKL
ENSG00000145386	0.9365	0.74593	CCNA2
ENSG00000147202	-0.0403333333333	0.9721	DIAPH2
ENSG00000131475	0.313	0.74359	VPS25
ENSG00000158560	-0.003	0.90763	DYNC1I1
ENSG00000160948	0.214	0.75384	VPS28
ENSG00000077380	0.039	0.86253	DYNC1I2
ENSG00000262634	0.845	0.74359	SKA1
ENSG00000165480	0.861	0.74359	SKA3
ENSG00000182628	0.638	0.74359	SKA2
ENSG00000198663	0.03088	0.95092	C6orf89
ENSG00000088808	0.203	0.74404	PPP1R13B
ENSG00000104881	-0.462	0.74359	PPP1R13L
ENSG00000103534	0.00074	0.97263	TMC5
ENSG00000135925	0.10115	0.84245	WNT10A
ENSG00000169884	0.261	0.74359	WNT10B
ENSG00000159322	0.2523	0.93691	ADPGK
ENSG00000122859	0.00016	0.99972	NEUROG3
ENSG00000131096	0.0605	0.98179	PYY
ENSG00000163762	0.0762	0.91409	TM4SF18
ENSG00000091136	0.19295	0.90802	LAMB1
